STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163517000,"+42.3408105,-083.0361037",79,10.9,10.6,17.7,12,11,3.6,5.5,6,7.1,39.6,33.1,83.9,74.8,83.3,37,34.1,75.7,5.521860361,1,7.1,2.62,0.4701,0.2193,0.2138,0.1957,0.8695652,0,0.7304,0.0197,0.4635,0.0454,0.7756,0,4,0.9843,0,0.513,0.8351,0,19.1,85.15,1.31,0,196.36,6.9,NA,88,65,2,56.81041845,8,NA,14.1,3.3,210,0,0.627701839,NA,11.08,10.71,0.14,0.23,NA,1,1026.77423196408,54.6865387,960,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.006,30,88.5553399731182,0.160890349,54.4271787,8.2461026223e-5,0.050661766365266,3.20686597779204,7.408063889,0.919894407,0.686967774490588,0.326002545,0.877488494,8.667,5.193,39.02,3,66.8,0,-2.7e-4,-1.39e-4,0,21896.32465,23464.44364,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163517100,"+42.3358287,-083.0330442",79,14.1,11.3,13.3,16.6,12.3,5,7.5,7.6,8.5,49.1,38.1,87.7,74.6,83.9,33.8,32.5,72.8,4.905163606,1,7.7,3.36,0.56,0.4988,0.2,0.2305,0,0.8673027,0.9297,0.0197,0.8098,0.0701,0.7598,0,4,0.9706,0,0.5416,0.8726,0,20.4,68.62,1.31,0,184.89,6.9,0.5,83,84,2,53.52792613,0,NA,19.5,2.9,80,15,0.482305095,NA,20.91,20.66,0.15,0.1,NA,0,2740.75708405304,54.0279617,746,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.005,30,75.5808088886623,0.101378612,46.46509361,1.29256735705e-4,0.049869712442362,2.36269191108804,5.85665071,0.559679846,0.429226712489879,0.106902827,0.475234816,8.933,5.05,36.58,3,70.5,0,-2.7e-4,-1.62e-4,0,9277.397924,10561.33202,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163517200,"+42.3338393,-083.0390113",73.6,12.3,15.4,23.9,8.9,11.7,2.7,5.9,4.4,3.9,30.9,26.4,77.5,65.8,80.9,32.6,30.3,64.5,3.032057044,2,13.2,3.17,0.6252,0.368,0.3799,0.7808,5.840634,5.840634,0.0251,0.0152,0.2848,0.0454,0.775,0.2767,4,0.9936,0,0.3397,0.9351,0.9906,87.2,11.52,1.65,0.01,205.06,6.9,0.1,89,68,1,56.65375068,4,NA,12.1,6.2,110,0,0.528512635,NA,101.92,97.54,1.25,3.13,NA,0,5510.86496270949,54.40802,2120,0.3,0.03,0.02,0.08,0.09,0.02,0.03,0.006,30,81.7266302827818,0.288011632,48.25140866,1.303348183805e-4,0.0482494536773705,2.79782687464259,5.727182368,0.562034622,0.635273524489445,0.32412527,0.493466037,8.8,5.089,39.27,9,72.8,0,-2.4e-4,-3.21e-5,9.258513413,122133.1355,14402.64606,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,7.01885e-4
MI,Wayne,26,26163,26163517300,"+42.3456895,-083.0505419",77.8,19.5,19,15.5,16.5,14.9,5.4,10.1,7.7,5.6,44,33.8,82.3,62.8,82.7,26.1,24.4,54.4,4.317714877,2,13.6,0.98,0.9756,0.9468,0.5796,0.6838,1.230012,0,0.2339,0.7513,0.6284,0.9392,0.8135,0,4,0.9089,0,0.6658,0.9329,0.8846,54.8,2.3,1.16,0,151.37,6.9,NA,74,73,3,62.88557167,NA,0.06604203,23,13.8,165,0,0.876135193,0.127637674,64.74,60.5,1.15,3.08,NA,0,5875.8638692341,54.4435196,1310,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.007,30,80.6953090529996,0.532212245,65.19584105,4.86439923645e-5,0.0499452168158955,7.81001749049245,9.206910981,1.228708406,1.30871363695435,0.813884757,1.22479353,8.5,5.249,38.92,3,75.3,0,-3.1e-4,-1.3e-4,0,17206.82905,19217.92648,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.41352e-4
MI,Wayne,26,26163,26163517500,"+42.3541327,-083.0560746",67.4,25.6,19.4,11.9,25.3,15.3,9.1,14.7,13.3,7.6,55.1,42,84.9,60.4,81.9,23.1,20.7,48.4,4.604622382,2,15.5,0.21,0.9805,0.9424,0.9255,0.7891,3.636364,2.181818,0.8651,0.0602,0.9625,0.3595,0.8854,0,4,0.973,0,0.6475,0.9855,0.8379,18.3,19.9,1.16,0,140.36,6.9,NA,86,92,4,57.65630086,13,0.249676368,45.8,18.2,455,10,1.027406966,NA,51.63,48.78,0.95,1.9,NA,0,5828.59920319481,52.0252609,2380,0.3,0.04,0.02,0.08,0.1,0.02,0.04,0.007,30,83.3306364452511,0.597104749,69.19750742,5.99210343e-7,0.05125318762651,9.98478590687704,10.8312108,1.662936777,1.6196243355387001,1.736250914,1.628968315,8.267,5.219,38.99,1,83.4,0,-3.2e-4,-1.4e-4,0,143101.5679,21738.80213,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.75421e-4
MI,Wayne,26,26163,26163518000,"+42.3624987,-083.0613713",NA,14.5,16.5,18.4,12.8,13.3,4.1,7.3,6,5.1,37.8,31.2,81.3,68.2,83.1,28.4,27.5,64.4,4.789272096,2,10.9,1.56,0.8583,0.8375,0.3521,0.5944,1.098097,0.3660322,0.4523,0.0214,0.7648,0.2839,0.7777,0,3,0.9412,0,0.3397,0.9136,0.9415,55.9,13.23,1.14,0,121.24,6.9,0.38,81,76,2,46.11201973,10,0.502364722,30.3,2.1,270,10,1.343522602,NA,105.44,99.06,1.87,4.51,NA,0,7194.10462006592,53.4215202,3010,0.3,0.06,0.03,0.08,0.1,0.02,0.04,0.006,30,81.1231204612728,0.581359103,68.49216885,NA,0.0519188369401965,7.88705079085323,11.69593557,2.028121101,1.39122692009232,3.265564548,2.126434743,8,5.181,39.02,1,75.6,0,-3.1e-4,0,0,24723.56672,22428.04775,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.42875e-4
MI,Wayne,26,26163,26163518400,"+42.3698286,-083.0441079",NA,24.2,20,14.6,21.6,15,7.3,14.4,11.3,6.5,52.4,40.2,82.7,58.1,76.8,23.3,23.9,46.8,7.293689768,2,17.8,NA,0.9897,0.9991,0.9816,0.882,23.89079,0,0.5566,0.04,0.9653,0.3347,0.7407,0,3,0.5022,0.6489,0,0.9815,0,71.6,15.67,1.23,0.01,198.31,6.9,0.33,41,71,14,31.33956285,14,0.720278596,60.2,14.1,25,4,1.306646844,NA,187.54,179.15,1.51,6.87,NA,1,2097.22693780971,NA,238,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,76.0021158674169,0.13111714,64.38219293,NA,0.0572045426536575,6.33409716102534,12.3734117,2.610707819,1.56874058315742,4.370245854,2.946424166,8.233,5.071,39.39,1,67,0,-2.1e-4,0,0,4555.545736,6223.488928,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.69463e-4
MI,Wayne,26,26163,26163518500,"+42.3732892,-083.0345719",71.6,21,18,14.5,19.5,14.3,6.8,11.8,10.3,6.9,49.7,37.4,84.2,62.3,80.1,26.4,22.6,53.2,8.296181321,2,15.2,NA,0.9304,0.9496,0.9191,0.7457,5.170631,0,0.8064,0.3828,0.8944,0.9292,0.8788,0.6475,3,0.4244,0,0,0.9513,0.9492,71.6,26.62,1.23,0.01,166.74,6.9,0.33,41,77,8,19.98193571,0,0.744273212,44,10.5,40,15,1.085920884,NA,196.86,188.97,1.41,6.48,NA,0,2982.34088645132,NA,331,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.005,30,87.3009940476558,NA,58.78689575,NA,0.059312140002848,5.59732214575904,11.50055642,2.632179207,1.47185136033036,4.518713925,3.172923883,8.1,4.976,39.56,2,58.4,0,-2.7e-4,-1.52e-4,0,7928.673004,11966.71086,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.36283e-4
MI,Wayne,26,26163,26163518600,"+42.3647264,-083.0294479",NA,24.6,20.6,12.6,22.6,16.4,8.2,14,11.2,6.8,54.1,38.8,85.3,57.8,80.9,22.3,19.9,46.4,9.088558409,2,17.9,NA,0.945,0.9317,0.858,0.9257,15.34527,0,0.9711,0.0072,0.9883,0,0.9659,0,3,0.5426,0,0,0.952,0.8924,36.8,8.94,1.31,0.01,166.28,6.9,NA,43,92,12,30.49744564,8,0.496996697,61.5,9.5,35,20,0.759648547,NA,75.12,71.79,1.24,2.09,NA,0,1270.47452013482,NA,250,0.3,0.05,0.02,0.08,0.09,0.02,0.03,0.005,30,81.4429630778008,NA,58.76206446,NA,0.057599138377192,5.2643221594428,10.5972203,2.282101065,1.5618853171282,2.814427406,2.275217652,8.267,4.982,39.62,2,64,0,-3.1e-4,0,0,10234.70088,7884.627181,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163518800,"+42.3597016,-083.0372366",NA,25,20.1,13.2,23.6,15.6,8.2,14.2,11.7,6.4,55.9,40.1,84.6,56.4,80.4,23.2,20.8,45.3,8.019340801,2,17.4,NA,0.9543,0.9988,0.9844,0.8842,12.28879,1.536098,0.8025,0.1585,0.9873,0.697,0.8874,0,3,0.6234,0,0,0.9705,0.8511,34.4,6.49,1.31,0.01,203.14,6.9,NA,47,88,17,44.06797358,21,0.416303267,50.6,12.8,60,10,0.90871168,NA,35.53,34.03,0.66,0.83,NA,4,751.950782118235,NA,422,0.3,0.05,0.02,0.08,0.09,0.02,0.03,0.006,30,84.8153018260622,0.141830714,63.56168769,3.215223261e-6,0.0553229241705795,5.20413483634604,10.8069405,2.153005346,2.33778426060151,2.271330483,2.098531455,8.383,5.102,39.44,2,60.4,0,-2.7e-4,-2.05e-4,0,7723.778269,7883.042792,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.00061665000000000005
MI,Wayne,26,26163,26163518900,"+42.3525953,-083.0435070",72.1,25.2,21.2,11.4,23.5,17.2,8.8,14.5,11.8,7.2,53.2,38.9,86.1,60.9,81.5,22.4,20.3,46.8,6.452397256,2,16.6,1.22,0.9922,0.9989,0.9492,0.7698,2.892961,0,0.6007,0.5832,0.9765,0.9002,0.9547,0.2767,4,0.9318,0,0.7545,0.973,0,109.3,23.85,1.31,0.01,164.8,6.9,NA,80,70,4,55.34391369,NA,0.258590645,37.1,12.2,175,0,0.882213598,0.107874865,113.99,107.39,1.99,4.6,NA,4,6414.25116837652,52.0051804,2380,0.3,0.05,0.02,0.08,0.1,0.02,0.03,0.006,30,87.9970550291832,0.323251006,65.24044781,2.735132905e-6,0.05254668566257,6.99139383865853,10.35002971,1.743242848,2.53443407184146,1.526364661,1.623141599,8.4,5.165,39.15,2,84,0,-3.3e-4,-1.1e-4,0,21669.42412,18387.56823,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,3.953e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.72063e-4
MI,Wayne,26,26163,26163520200,"+42.3572141,-083.0699378",NA,11.7,20.2,21.6,6.1,13,1.9,5.1,3.3,2.2,20.6,19.2,75.2,61.3,80.4,28.2,29.5,60,3.159970975,2,11.7,1.71,0.9808,0.7868,0.9814,0.4263,0,1.722356,0.0095,0.0161,0.1191,0.0297,0.6627,0.5416,3,0.9798,0.436,0.7362,0.9087,0.9855,32.5,7.87,1.15,0,175.54,6.9,0.5,91,95,4,50.74257151,8,0.28150544,13.1,1,235,0,1.16035672,NA,54.22,51.66,0.91,1.66,NA,0,6199.8369341727,53.9501495,2580,0.3,0.04,0.02,0.09,0.1,0.03,0.04,0.007,30,93.4467929892141,0.786994802,66.57344971,NA,0.049445878239103,8.4745406939089,10.23584023,1.482954741,1.37434700445279,2.4300789,1.73489458,8.3,5.224,38.91,0,82.9,0,-1.8e-4,-1.97e-4,0,25413.56639,25435.6593,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.39622e-4
MI,Wayne,26,26163,26163520300,"+42.3497881,-083.0627334",80,10,15.1,21.6,7.5,11.4,2.2,4.5,3.7,3.2,25.2,23.5,77.4,67.8,82.4,32.4,32.1,69.3,2.869048993,2,9.1,0.69,0.9298,0.7978,0.6911,0.2071,0.9689922,2.906977,0.0231,0.0133,0.0948,0.0955,0.7274,0,4,0.9834,0,0.8464,0.9541,0.9731,16.9,6.12,1.16,0,240.43,6.9,NA,96,95,2,60.9760849,9,0.093285635,19.4,5.7,225,10,0.974842161,NA,8.59,8.41,0.15,0.03,NA,0,1600.54246166764,52.7038689,1840,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.007,30,89.5349106820088,0.760706976,68.61123505,3.7787102643e-5,0.049170007960885,8.60434261018381,9.768855667,1.322040582,1.38380582649489,1.387119818,1.37566944,8.415,5.245,38.93,1,90,0,-1.9e-4,0,0,27811.43057,20176.90711,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163520400,"+42.3481561,-083.0675930",NA,19.7,22.3,17.2,14.3,15.2,4.6,10,7.1,4,36.5,29.5,79.4,56.5,81.2,24.3,23.7,49.7,1.924524963,2,15.6,1.29,0.996,0.876,0.9645,0.797,1.736865,0,0.0205,0.8526,0.5503,0.9612,0.8165,0.5416,4,0.9497,0,0.9501,0.969,0.8044,16.3,18.18,1.16,0,220.93,6.9,NA,92,96,5,58.8677845,4,0.01329639,22,5.3,300,0,0.954986081,NA,30.69,30.32,0.25,0.12,NA,0,3562.32026617694,53.0747299,1810,0.3,0.04,0.02,0.08,0.09,0.02,0.04,0.007,30,99.2195015946428,0.829492533,67.97138977,1.2326149872e-5,0.048414594490463,6.66493326609093,9.243320227,1.159252107,1.35966544230883,1.56475842,1.16273005,8.567,5.291,38.81,2,73.4,0,-2.9e-4,-1.52e-4,0,12041.29608,18165.85282,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163520700,"+42.3347168,-083.0554556",76.6,14.4,12.9,17.6,15.1,11.7,4.5,7.2,7.3,6.3,45.7,36.6,83.1,70.3,83.8,32.3,30.3,68,1.021937532,2,8.7,2.4,0.9068,0.1943,0.1489,0.2305,3.229713,1.614857,0.4456,0.0096,0.2621,0,0.6522,0,4,0.9991,0,0.5935,0.9582,0.7097,32.3,16.23,1.52,0,233.8,6.9,NA,91,87,1,62.79474306,0,NA,22.8,7.9,235,0,0.711640888,NA,39.09,36.04,0.69,2.36,NA,0,5462.46920229803,54.0145798,1160,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.007,30,82.1303003877046,0.599897271,57.90823135,9.17073460195e-5,0.0474451031498845,3.39675961598878,6.93310957,0.568444318,0.876277817918895,0.950566726,0.516953513,8.667,5.283,38.84,7,92.8,0,-2.9e-4,-8.51e-5,0,54588.79276,22343.0174,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163520800,"+42.3254678,-083.0537969",81.7,8.8,9.7,20.2,9.1,10,2.6,4.1,4.6,6.3,33.1,30.4,82,77.7,84.5,41.1,37.4,80.5,0.392598537,2,5.7,3.81,0.3255,0.0938,0.0219,0.0164,4.996877,7.495315,0.6131,0.018,0.0649,0.0201,0.7946,0.4116,4,0.9954,0,0.2418,0.5247,0,111.6,0.83,1.74,0.01,242.07,6.9,0.11,72,58,1,54.63962157,0,NA,7.9,0,45,10,0.437744613,NA,65.82,63.61,0.57,1.64,NA,0,2323.46128155976,54.4090004,2300,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.007,30,67.9884295294473,0.430580232,44.6772094,4.25498650424e-4,0.048938791357602,2.03626507687597,4.588889077,0.267037727,0.785339904679524,0.704258781,0.156417515,8.983,5.293,38.77,4,57.2,0,-2.2e-4,-2.36e-4,0.262184857,114325.6253,26897.17269,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,0.00069770400000000005
MI,Wayne,26,26163,26163521100,"+42.3208768,-083.0808652",77.4,19.5,17.6,18,15.9,12.3,4.6,9.7,8.5,5.4,39,35.4,78,56.1,76.7,26.8,25.5,54.2,0.215304904,2,21.6,5.29,0.9224,0.963,0.7997,0.9154,1.809955,0.4524887,0.3164,0.2198,0.9313,0.5502,0.8462,0.8246,3,0.8592,0,0.5935,0.9417,0.9555,53.6,9.94,1.26,0.01,125.48,6.9,NA,55,68,6,36.51500469,18,NA,40,16,120,10,0.278702468,NA,107.39,94.18,1.89,11.31,NA,6,4537.05273493861,53.501339,2180,0.3,0.05,0.02,0.08,0.09,0.02,0.04,0.01,30,88.9725486626744,0.707810733,39.82239322,1.09809113075e-4,0.05164553906556,2.49794465594947,5.165743934,0.058250416,1.0688424133156,2.910100407,0.925985102,9.1,5.441,38.35,4,72.5,0,-1.8e-4,-1.78e-4,0,15510.28632,20768.27092,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,6.55652e-4
MI,Wayne,26,26163,26163521300,"+42.3341230,-083.0929489",72.8,20,19.4,15.8,16.6,14.9,5.4,10,7.7,5.2,44.7,33.6,82.1,57.6,79.8,25.7,22.9,52.1,0.745508587,2,17.1,NA,0.7541,0.9969,0.9224,0.831,4.62963,0,0.0649,0.8345,0.8706,0.6819,0.9033,0,4,0.3915,0,0.7487,0.7734,0.8425,93.7,9.74,1.21,0.01,133.07,6.9,NA,26,67,7,33.97306581,25,NA,25.5,1.4,4,30,0.522626019,NA,209.29,186.31,3.68,19.3,NA,6,3452.36415413382,NA,1720,0.3,0.04,0.02,0.09,0.1,0.02,0.04,0.01,30,91.467717413491,0.934239767,47.43647385,2.6588144217e-5,0.049218145103667,2.82472705011488,5.774423202,0.091628093,3.33269725679452,4.435972428,1.638963985,9.233,5.612,38.35,1,70.3,0,-3.1e-4,-5.19e-5,0,9475.756468,9519.469263,944830251107,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,5.55641e-8,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.58375e-4
MI,Wayne,26,26163,26163521400,"+42.3305838,-083.0730165",78.8,15.2,15.1,19.2,12.1,11.9,3.6,7.7,6.7,5.8,35.8,33.1,79.5,64.8,80.6,33.9,29.7,65.3,0.376733714,2,11.7,3.52,0.8595,0.7194,0.4225,0.6303,0.8230453,0.8230453,0.2085,0.3101,0.1924,0.7253,0.6889,0.4857,4,0.8647,0,0,0.8797,0,110.4,7.66,1.29,0.01,170.49,6.9,NA,71,92,4,53.3637042,7,NA,20.8,5,35,10,0.604539136,NA,158.53,145.7,2.53,10.3,NA,4,4661.17450023291,52.6725807,934,0.3,0.04,0.02,0.08,0.09,0.02,0.04,0.008,30,85.7459250227537,0.807578274,54.99013465,9.790826068e-5,0.048433733866973,2.75456873823797,6.279786553,0.278415705,1.0026002361175,2.192317033,0.352621104,8.6,5.568,38.51,4,82.1,0,-1.7e-4,-8.87e-5,0,16861.23205,11912.18798,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.02e-4
MI,Wayne,26,26163,26163521500,"+42.3368603,-083.0763920",77.6,18.1,17.9,15.9,16,14.4,5.2,9.8,7.8,6.1,45,35.4,82.8,65.3,80.2,27,25.7,57.8,0.682466524,2,13.9,3.04,0.9151,0.7756,0.8933,0.5467,3.103662,2.48293,0.5627,0.4867,0.9682,0.7818,0.8477,0,3,0.8297,0.4524,0.1999,0.9386,0.9027,129.7,14.62,1.23,0.01,174.81,6.9,NA,64,87,7,53.87845898,7,NA,45.5,17.1,75,4,0.731567424,NA,150.87,142.56,2.04,6.28,NA,0,4345.10829551686,53.716301,2420,0.3,0.04,0.02,0.08,0.1,0.02,0.04,0.01,30,83.8742638927854,0.887838237,60.83089828,4.87870055585e-5,0.047803607446683,3.21045048358934,7.347217655,0.407345047,1.65764797202088,2.649283655,0.530396573,8.967,5.278,38.73,3,69.4,0,-2.6e-4,-8.58e-5,0,14523.51977,16825.17772,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,3.5263e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.28177e-4
MI,Wayne,26,26163,26163521800,"+42.3461214,-083.0712523",NA,27.5,20,9.9,28.1,16.9,10.2,16.7,14,8.3,58.8,42.7,87.5,61.3,81.4,22.3,20.7,46.3,1.593739331,2,16.2,1.77,0.9828,0.9505,0.941,0.8446,0,0.6389776,0.9382,0.411,0.982,0.9174,0.9292,0,3,0.9599,0,0.1999,0.9814,0,15.4,29.14,1.16,0,167.82,6.9,NA,72,99,4,59.289114,7,0.002566053,49.8,21,170,0,0.916520447,0.045847039,25.8,25.44,0.24,0.11,NA,0,4812.78815953699,57.2056313,759,0.3,0.04,0.02,0.08,0.09,0.02,0.04,0.008,30,92.180706077611,0.885451078,66.94902547,2.1360507111e-5,0.047318440291626,5.00161067177943,8.852339427,0.946612358,1.38483942979737,2.000673811,0.975749473,8.598,5.284,38.79,0,70.3,0,-3.2e-4,-1.15e-4,0,5797.056925,12018.88556,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163521900,"+42.3503993,-083.0805337",74.8,16.8,17.1,17.9,14.6,13.4,4.6,8.7,7.4,5.4,40.1,33.1,81,63.9,81.8,28,26.8,60.5,2.16627899,2,11.8,2.62,0.971,0.8023,0.5567,0.6439,2.298096,0.6565988,0.1894,0.3898,0.7356,0.8287,0.7649,0,3,0.8168,0,0.2952,0.9233,0.7097,54.7,11.81,1.16,0,175.73,6.9,NA,78,96,4,48.27396955,13,0.076440286,23,9.8,285,40,0.908339716,0.004078858,103.67,97.6,1.97,4.1,NA,9,4474.66991861136,55.59618,3720,0.3,0.04,0.02,0.08,0.1,0.02,0.04,0.008,30,90.0071662381118,0.935792724,61.25562795,1.179893727e-5,0.046853624950382,4.28696519154749,8.264131747,0.840687634,1.48027722381405,3.132602243,0.952266885,8.467,5.295,38.68,3,68.1,0,-2.9e-4,-1.31e-4,0,21469.41276,29096.66388,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,3.25629e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.52326e-4
MI,Wayne,26,26163,26163522000,"+42.3435757,-083.0875891",73.4,26.2,22.9,12.6,23,17,8.1,14.3,11.2,5.7,51.1,36.5,84.3,54,82.1,21.2,18.9,42.1,1.320712855,2,18.2,3.6,0.9922,0.9943,0.9769,0.7527,4.411765,0,0.4584,0.6898,0.9941,0.957,0.9596,0,3,0.9435,0,0.4156,0.9624,0.93,54.7,9.3,1.16,0.01,162.31,6.9,NA,42,81,6,42.78323756,11,NA,29.7,20.3,240,15,0.759151785,NA,106.42,96.8,1.94,7.68,NA,6,2315.62358499036,51.2711601,2860,0.3,0.04,0.02,0.08,0.09,0.02,0.04,0.009,30,95.4861275225569,0.981560257,56.65842337,1.0737388173e-5,0.046844077715455,3.31265186759969,7.246814171,0.369894665,2.25938799094781,3.929791954,0.733050846,8.9,5.425,38.52,3,64.7,0,-3.2e-4,-1.69e-4,0,17183.00732,20405.11364,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,8.94958e-8,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.41082e-4
