CENSUS_TRACT_GEO_ID_2010,Blight Violations
26163526200,385.81901849855853
26163541700,115.37729569949956
26163515700,188.76179578628802
26163516900,115.09757940498487
26163505500,174.47150202878632
26163540700,480.7544860993856
26163504900,206.1598181085325
26163504700,283.6890232889442
26163514100,259.6191110749239
26163503200,584.7468697527182
26163530200,446.1597926382466
26163525600,243.88129570571743
26163535700,796.7356180128203
26163522100,159.93625108731806
26163511300,406.0816244141018
26163530900,389.15176227214823
26163524900,53.10537565694184
26163543200,349.16331354896784
26163526500,619.3815621904733
26163537100,594.0136799284354
26163985200,14.17735937110578
26163985900,138.0757395718736
26163513600,329.87346432292844
26163540300,458.9284856115766
26163536200,950.8855633824303
26163503500,459.7143335665769
26163542400,835.7716278294541
26163501100,554.1531892662783
26163537600,876.651029474333
26163512900,288.41315883122013
26163541100,401.6123876248288
26163511200,158.19597263844003
26163535500,641.7919699057583
26163540900,349.48415755348765
26163512100,291.5627797915204
26163500700,697.5002253943951
26163535000,707.8868489158477
26163546700,693.627219147244
26163500100,680.7453567080895
26163541000,453.7550535759078
26163539200,586.8126601738887
26163515600,228.60573831389726
26163545800,1373.7192458179027
26163525400,188.62319027066894
26163505100,181.3183813001804
26163530500,890.5542698628931
26163510600,250.02077219454284
26163532200,230.746967815793
26163543100,326.6348647501605
26163521500,65.84596191032803
26163522000,281.70511489090165
26163543900,72.54876786522905
