ToxPi Score,FIPS,Name,Source,Socioeconomic Stressors!1!0x88cceeff,Housing Composition & Disability!1!0x44aa99ff,Minority Status & Language!1!0x117733ff,Housing Type & Transportation!1!0x332288ff
0.595578583556639,26163523800,26163523800,"+42.3078841,-083.1139929",0.808235231449422,0.411067193675889,0.498601641582561,0.664410267518683
0.649107204032998,26163524000,26163524000,"+42.3169861,-083.1199144",0.880746284557609,0.66897233201581,0.521003294776612,0.525706904781962
0.546925273719495,26163524100,26163524100,"+42.3113650,-083.1373320",0.831606562616524,0.450592885375494,0.513846914063676,0.391654732822284
0.582146037551321,26163524200,26163524200,"+42.3070018,-083.1291089",0.809487029244127,0.537549407114625,0.480302181516846,0.501245532329687
0.5720502988074,26163524300,26163524300,"+42.3001177,-083.1320379",0.832805092419965,0.58102766798419,0.506806027839233,0.367562406986213
0.404365396987246,26163524500,26163524500,"+42.2868892,-083.1512103",0.472646886485911,0.58201581027668,0.425040207559629,0.137758683626766
0.562144175779024,26163524700,26163524700,"+42.2739530,-083.1526152",0.590515634155436,0.408102766798419,0.663711706817845,0.586246595344397
0.553626133419725,26163524800,26163524800,"+42.2630997,-083.1615912",0.587106482714537,0.83399209486166,0.568544248299371,0.22486170780333
0.57788180278491,26163524900,26163524900,"+42.2904837,-083.1246926",0.482075320939647,0.645256916996048,0.70813687243015,0.476058100773795
0.550766716048706,26163525000,26163525000,"+42.3036532,-083.0973176",0.569607947584297,0.4199604743083,0.44821610158395,0.765282340718277
0.635859063050559,26163525400,26163525400,"+42.3391838,-083.1140246",0.699768284238001,0.602766798418972,0.734071801457366,0.506829368087897
0.719418273986892,26163525500,26163525500,"+42.3340140,-083.1093553",0.768084483034145,0.764822134387352,0.961142520982478,0.383623957543594
0.487198964461312,26163525600,26163525600,"+42.3282644,-083.1115806",0.468745006125819,0.546442687747036,0.727279014504501,0.206329149467891
0.475313828731182,26163525700,26163525700,"+42.3267956,-083.1262619",0.635247429819422,0.374505928853755,0.740770481789977,0.150731474461573
0.645546762923199,26163525800,26163525800,"+42.3332194,-083.1284291",0.65482341660896,0.50296442687747,0.780992506801179,0.643406701405185
0.545188097338508,26163526000,26163526000,"+42.3259356,-083.1429717",0.879547754754168,0.346837944664032,0.452134359045426,0.502232330890405
0.583959685760567,26163526100,26163526100,"+42.3334778,-083.1520873",0.939474244926224,0.435770750988142,0.445388625402688,0.515205121725213
0.58950595888565,26163526200,26163526200,"+42.3372007,-083.1452619",0.869360251424919,0.405138339920949,0.467995602131838,0.615529642064896
0.665698636952172,26163526300,26163526300,"+42.3390784,-083.1384863",0.760294039311778,0.447628458498024,0.791635110037154,0.663236939961732
0.557022998337482,26163526400,26163526400,"+42.3405358,-083.1309829",0.75150482075321,0.50296442687747,0.598029563454344,0.375593182264903
0.746078898121976,26163526500,26163526500,"+42.3481772,-083.1404328",0.808714643370798,0.682806324110672,0.787500410614417,0.705294214392016
0.714965179736266,26163527200,26163527200,"+42.3515946,-083.1186144",0.69797048953284,0.644268774703557,0.798143013850392,0.719478440858274
0.737035031873609,26163527300,26163527300,"+42.3457181,-083.1184380",0.601129281414798,0.708498023715415,1,0.638512822364225
0.487116641566676,26163530100,26163530100,"+42.4096746,-083.1216653",0.459622862621851,0.673913043478261,0.305576130721083,0.509354529445507
0.498549967460276,26163530200,26163530200,"+42.4111231,-083.1341948",0.589836467266819,0.524703557312253,0.290956281956496,0.588703563305535
0.621049139499875,26163530300,26163530300,"+42.4008029,-083.1306653",0.600223725563309,0.640316205533597,0.596870340995763,0.646786285906832
0.560064314346087,26163530400,26163530400,"+42.3909517,-083.1361282",0.600037287593885,0.806324110671937,0.269888333776655,0.56400752534187
0.513424671924941,26163530500,26163530500,"+42.3844331,-083.1340130",0.54755499920098,0.691699604743083,0.354481630237522,0.459962453518178
0.622393197296725,26163530800,26163530800,"+42.3716662,-083.1339332",0.814227880466628,0.776679841897233,0.240809388118233,0.657855678704807
0.670690210284369,26163530900,26163530900,"+42.3753050,-083.1262756",0.693775635220796,0.653162055335968,0.519279432596509,0.816543717984203
0.69700242960775,26163531100,26163531100,"+42.3748819,-083.1152689",0.739319767751558,0.607707509881423,0.523035142259365,0.917947298538656
0.29236597377446,26163531200,26163531200,"+42.3788297,-083.1020097",0.356988760453843,0.24703557312253,0.21173044245981,0.353709119061659
0.392071787428946,26163531300,26163531300,"+42.3833022,-083.1097921",0.30393384115485,0.426877470355731,0.259314171719047,0.578161666486155
0.54487762725182,26163531400,26163531400,"+42.3803842,-083.1189728",0.346388430192298,0.577075098814229,0.631762509241682,0.624284470759073
0.623920117503381,26163531500,26163531500,"+42.3870970,-083.1235622",0.684493687743035,0.812252964426877,0.386204116410346,0.612729701433265
0.582543605061942,26163531600,26163531600,"+42.3941530,-083.1282997",0.5685292707612,0.478260869565217,0.636754437688781,0.646629842232572
0.600117737987647,26163531700,26163531700,"+42.3980117,-083.1171527",0.574561870771853,0.654150197628459,0.443040237469991,0.728718646080284
0.583418133999154,26163531800,26163531800,"+42.3903871,-083.1146956",0.844191125552655,0.708498023715415,0.244774698889836,0.536208687838711
0.514593549945047,26163531900,26163531900,"+42.3902385,-083.1062989",0.75190433068769,0.393280632411067,0.178686186029784,0.734503050651648
0.509158526739595,26163532200,26163532200,"+42.3884007,-083.0939521",0.597293986043786,0.439723320158103,0.471533155538651,0.528083645217838
0.347147198063046,26163532300,26163532300,"+42.3840376,-083.0891148",0.360584349864167,0.562252964426877,0.128458916256145,0.337292561704995
0.545307578357555,26163532400,26163532400,"+42.3784502,-083.0840723",0.614073403291962,0.565217391304348,0.214373982974212,0.787565535859698
0.499464232805668,26163532600,26163532600,"+42.3689514,-083.0885598",0.539165290576892,0.525691699604743,0.210408672202609,0.722591268838426
0.615704581386287,26163532700,26163532700,"+42.3752477,-083.0927712",0.638043999360784,0.49604743083004,0.516473344283487,0.812253551070837
0.821036962410837,26163533000,26163533000,"+42.3655279,-083.0976664",0.710555052468971,0.848814229249012,0.76174941725406,0.963029150671304
0.589815564187675,26163533100,26163533100,"+42.3718956,-083.1019312",0.505872796036861,0.595849802371541,0.412639521554367,0.844900136787931
0.561176858364984,26163533200,26163533200,"+42.3687113,-083.1111289",0.490624833537527,0.719367588932806,0.369021103066733,0.665693907922869
0.608354393851915,26163533300,26163533300,"+42.3621943,-083.1067231",0.659018270921004,0.787549407114625,0.285749576863068,0.701100320508964
0.516261035479014,26163533400,26163533400,"+42.3633711,-083.1191094",0.581939487561924,0.5800395256917,0.458901480556403,0.444163648106029
0.665968724146541,26163533500,26163533500,"+42.3624806,-083.1312395",0.764488893623821,0.896245059288538,0.458901480556403,0.544239463117401
0.62171699673203,26163533600,26163533600,"+42.3563635,-083.1217128",0.920897032972887,0.799407114624506,0.3267244548363,0.439839384494426
0.501043228795355,26163533700,26163533700,"+42.3569040,-083.1335477",0.390547594950194,0.557312252964427,0.640150831165213,0.416162236101584
0.286154823029121,26163533900,26163533900,"+42.3685171,-083.0774349",0.219850316944548,0.197628458498024,0.112597673169732,0.614542843504178
0.434395387562168,26163534100,26163534100,"+42.3750600,-083.1423228",0.281614552815213,0.289525691699605,0.632994450452277,0.533446855281579
0.618237131007225,26163534200,26163534200,"+42.3798594,-083.1559200",0.727933734618868,0.83102766798419,0.322471583359886,0.591515538065955
0.551080928530627,26163534300,26163534300,"+42.3749313,-083.1627851",0.630253555638417,0.74802371541502,0.443040237469991,0.383006205599079
0.707271343279875,26163534400,26163534400,"+42.3693259,-083.1588593",0.76269109891866,0.755928853754941,0.590381261771899,0.720084158673999
0.48636309177822,26163534500,26163534500,"+42.3652492,-083.1451954",0.75190433068769,0.49802371541502,0.368733542361922,0.326790778648247
0.553817517987475,26163534600,26163534600,"+42.3555106,-083.1437193",0.650029297395195,0.50098814229249,0.536692471646707,0.527560160615506
0.615262071211598,26163534700,26163534700,"+42.3591263,-083.1538569",0.61167634368508,0.896245059288538,0.368733542361922,0.584393339510853
0.559844745878059,26163535000,26163535000,"+42.3603948,-083.1762139",0.607068662440739,0.91699604743083,0.236556516641819,0.478757756998849
0.754174144804507,26163535100,26163535100,"+42.3694786,-083.1753696",0.783066105577159,0.979249011857707,0.458901480556403,0.795479981226759
0.487733995488992,26163535200,26163535200,"+42.3783005,-083.1753987",0.531374846854525,0.553359683794466,0.191616327896983,0.674585123409991
0.660579768923639,26163535300,26163535300,"+42.3727250,-083.1899689",0.648231502690034,0.756916996047431,0.652504463860348,0.584666113096743
0.745989659267878,26163535400,26163535400,"+42.3619120,-083.1897249",0.735724178341235,0.722332015810277,0.717882899494848,0.808019543425154
0.574800036460734,26163535500,26163535500,"+42.3546687,-083.1894514",0.62306237681777,0.738142292490119,0.293680198406274,0.644315278128773
0.533830965292726,26163535600,26163535600,"+42.3551099,-083.1675599",0.509961114366377,0.844861660079051,0.399348136959941,0.381152949765535
0.591778020233421,26163535700,26163535700,"+42.3624512,-083.1629391",0.53616896606829,0.871541501976285,0.303966799759071,0.655434813130037
0.619162688357622,26163536100,26163536100,"+42.4134413,-083.1504213",0.691511745592074,0.756916996047431,0.241883957067789,0.786338054723195
0.402742114526571,26163536200,26163536200,"+42.4127063,-083.1641142",0.434187396793267,0.600790513833992,0.30665069967064,0.269339847808385
0.536625244641442,26163536300,26163536300,"+42.4061973,-083.1501123",0.618268257604006,0.569169960474308,0.310575651045077,0.648487109442379
0.476945910911702,26163536400,26163536400,"+42.3989571,-083.1498100",0.628455760933255,0.605731225296443,0.278853164872252,0.394743492544857
0.538241661027334,26163536500,26163536500,"+42.3884460,-083.1445271",0.640441058967666,0.627470355731225,0.287071347120269,0.597983882290175
0.533044503459826,26163536600,26163536600,"+42.3899155,-083.1588972",0.571139402333138,0.592885375494071,0.35287229927551,0.615280936736585
0.589665209631113,26163536700,26163536700,"+42.3987581,-083.1643604",0.657220476215842,0.670948616600791,0.335689285931896,0.694802459775925
0.584947107083871,26163536800,26163536800,"+42.4064903,-083.1658850",0.577385074308848,0.544466403162055,0.450259818517244,0.767677132347337
0.632151450076642,26163536900,26163536900,"+42.4129308,-083.1776478",0.620066052309167,0.843873517786561,0.309253880787876,0.755412349422964
0.61773165011018,26163537000,26163537000,"+42.4057432,-083.1771291",0.586906727747297,0.839920948616601,0.249774219213829,0.794324704862992
0.614887537468499,26163537100,26163537100,"+42.3979765,-083.1765031",0.804040377137378,0.66600790513834,0.358159380304314,0.631342487293966
0.470683786977464,26163537200,26163537200,"+42.3881477,-083.1758564",0.449275555318809,0.716403162055336,0.310575651045077,0.406480779490636
