row#,Name,FIPS,Source,ToxPi Score,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.37003619569059,0.250260476644842,0.488419518753732,0.371428591673195
168,26163531700,26163531700,"+42.3980117,-083.1171527",0.311340536574589,0.0858585858585859,0.493611675498654,0.354551348366528
169,26163531800,26163531800,"+42.3903871,-083.1146956",0.410790148591079,0.28898101536538,0.532519989334015,0.410869441073841
170,26163531900,26163531900,"+42.3902385,-083.1062989",0.412220325517396,0.422876978251571,0.459232649934089,0.354551348366528
171,26163532200,26163532200,"+42.3884007,-083.0939521",0.544137574882284,0.859172616501607,0.418688759778718,0.354551348366528
172,26163532300,26163532300,"+42.3840376,-083.0891148",0.352449331105621,0.317408613825552,0.283311488092779,0.456627891398533
173,26163532400,26163532400,"+42.3784502,-083.0840723",0.428322075278789,0.506361113852971,0.343448493429528,0.43515661855387
174,26163532600,26163532600,"+42.3689514,-083.0885598",0.471142709442763,0.588540124370743,0.390412630930607,0.434475373026938
175,26163532700,26163532700,"+42.3752477,-083.0927712",0.301272302775228,0.262626262626263,0.296484355928448,0.344706289770973
176,26163533000,26163533000,"+42.3655279,-083.0976664",0.346480646447659,0.171031706862326,0.4473104064717,0.421099826008951
177,26163533100,26163533100,"+42.3718956,-083.1019312",0.2685516596692,0.0117845117845118,0.460415672989894,0.333454794233195
178,26163533200,26163533200,"+42.3687113,-083.1111289",0.414458241198671,0.446127946127946,0.463791983234873,0.333454794233195
179,26163533300,26163533300,"+42.3621943,-083.1067231",0.402410072473809,0.393939393939394,0.479836029248837,0.333454794233195
180,26163533400,26163533400,"+42.3633711,-083.1191094",0.352740303126669,0,0.612129929732186,0.446090979647821
181,26163533500,26163533500,"+42.3624806,-083.1312395",0.32962265030883,0.230639730639731,0.412818712044677,0.345409508242084
182,26163533600,26163533600,"+42.3563635,-083.1217128",0.414262420881833,0.314814814814815,0.535383656254812,0.392588791575874
183,26163533700,26163533700,"+42.3569040,-083.1335477",0.438734561986993,0.47979797979798,0.440309914484334,0.396095791678666
184,26163533900,26163533900,"+42.3685171,-083.0774349",0.528112982950779,0.5648833613003,0.529014109897209,0.49044147765483
185,26163534100,26163534100,"+42.3750600,-083.1423228",0.423668393627367,0.373051908882528,0.543401923633045,0.354551348366528
186,26163534200,26163534200,"+42.3798594,-083.1559200",0.521557904733751,0.323232323232323,0.684867069520444,0.556574321448486
187,26163534300,26163534300,"+42.3749313,-083.1627851",0.309734240543395,0.144781144781145,0.430573446953622,0.353848129895417
188,26163534400,26163534400,"+42.3693259,-083.1588593",0.478260186599588,0.543189769574135,0.482119451527978,0.409471338696653
189,26163534500,26163534500,"+42.3652492,-083.1451954",0.455577193446271,0.493265993265993,0.416827845733794,0.456637741339027
190,26163534600,26163534600,"+42.3555106,-083.1437193",0.417443077873082,0.378206604590969,0.481546718143818,0.392575910884459
191,26163534700,26163534700,"+42.3591263,-083.1538569",0.413386635958616,0.203703703703704,0.599529795280677,0.436926408891468
192,26163535000,26163535000,"+42.3603948,-083.1762139",0.454777593232305,0.298977834808454,0.593229728054922,0.472125216833538
193,26163535100,26163535100,"+42.3694786,-083.1753696",0.360206250548959,0.14983164983165,0.510756120735953,0.420030981079274
194,26163535200,26163535200,"+42.3783005,-083.1753987",0.389198105099374,0.0723905723905724,0.56115665854199,0.534047084365561
195,26163535300,26163535300,"+42.3727250,-083.1899689",0.50041962216226,0.278775814606434,0.673985135221413,0.548497916658933
196,26163535400,26163535400,"+42.3619120,-083.1897249",0.435602736684136,0.42524046107108,0.455200982472481,0.426366766508846
197,26163535500,26163535500,"+42.3546687,-083.1894514",0.398502578345828,0.235690235690236,0.53767458979145,0.422142909555798
198,26163535600,26163535600,"+42.3551099,-083.1675599",0.597120055306776,0.662718389102754,0.639621132171842,0.489020644645732
199,26163535700,26163535700,"+42.3624512,-083.1629391",0.367290251511655,0.333333333333333,0.423127912959548,0.345409508242084
200,26163536100,26163536100,"+42.4134413,-083.1504213",0.396767024252308,0.185185185185185,0.491484111812579,0.51363177575916
201,26163536200,26163536200,"+42.4127063,-083.1641142",0.284392495943771,0.166666666666667,0.31508222949145,0.371428591673195
202,26163536300,26163536300,"+42.4061973,-083.1501123",0.420253842796624,0.324230360060979,0.431347106475831,0.505184061853063
203,26163536400,26163536400,"+42.3989571,-083.1498100",0.539852192852204,0.558237094067713,0.549799637206263,0.511519847282636
204,26163536500,26163536500,"+42.3884460,-083.1445271",0.453513205638049,0.312550038934404,0.558292991621192,0.489696586358552
205,26163536600,26163536600,"+42.3899155,-083.1588972",0.494514925806667,0.281144781144781,0.640193865556002,0.562206130719218
206,26163536700,26163536700,"+42.3987581,-083.1643604",0.365722876804948,0.326599326599327,0.399140712142323,0.371428591673195
207,26163536800,26163536800,"+42.4064903,-083.1658850",0.261859130206653,0.13973063973064,0.274418159216125,0.371428591673195
208,26163536900,26163536900,"+42.4129308,-083.1776478",0.472332075628317,0.507836234220599,0.461701975836285,0.447458016828068
209,26163537000,26163537000,"+42.4057432,-083.1771291",0.462836967969979,0.460593996424615,0.472011176751156,0.455905730734165
210,26163537100,26163537100,"+42.3979765,-083.1765031",0.401158268956524,0.193602693602694,0.540590835514728,0.469281277752151
211,26163537200,26163537200,"+42.3881477,-083.1758564",0.552644662850651,0.77532107173801,0.401364044361487,0.481248872452455
212,26163537300,26163537300,"+42.3848282,-083.1918279",0.456560285378481,0.284511784511785,0.558865725005352,0.526303346618306
213,26163537500,26163537500,"+42.4053507,-083.1917756",0.434785076589005,0.479112514943134,0.38552843574307,0.439714279080812
214,26163537600,26163537600,"+42.4126361,-083.1920649",0.350559234085773,0.176082211912831,0.433065306628309,0.442530183716178
215,26163537700,26163537700,"+42.3980970,-083.1914647",0.402066689523842,0.182816218646838,0.582965594685034,0.440418255239653
216,26163537800,26163537800,"+42.3918919,-083.1877019",0.543299543540231,0.726499522916461,0.482692184912137,0.420706922792094
217,26163538100,26163538100,"+42.4413341,-083.1269354",0.57347448845576,0.539038594413187,0.533293648856223,0.64809122209787
218,26163538200,26163538200,"+42.4349753,-083.1300384",0.574174744516892,0.709072264446857,0.372928301291561,0.640523667812257
219,26163538300,26163538300,"+42.4269590,-083.1237435",0.419498349632814,0.186287412671778,0.406146837572812,0.666060798653853
220,26163538400,26163538400,"+42.4244427,-083.1362309",0.573883968124208,0.625681352065717,0.4897659116601,0.606204640646806
221,26163538500,26163538500,"+42.4206842,-083.1507627",0.535373469851745,0.563287599118218,0.532720915472064,0.510111894964953
222,26163538600,26163538600,"+42.4278669,-083.1510894",0.534563368507565,0.48989898989899,0.524129914709671,0.589661200914033
223,26163538700,26163538700,"+42.4240331,-083.1655643",0.464987830133833,0.304028339858959,0.474874843671953,0.616060306870586
224,26163538800,26163538800,"+42.4350112,-083.1659258",0.412915647396677,0.529721756106121,0.238335956014076,0.470689230069834
225,26163538900,26163538900,"+42.4350607,-083.1513465",0.517823049798922,0.570021605852225,0.475447577056113,0.507999966488429
226,26163539000,26163539000,"+42.4423439,-083.1516011",0.355452654808537,0.121212121212121,0.424474305865917,0.520671537347574
227,26163539100,26163539100,"+42.4421933,-083.1662919",0.291395637309552,0.22490376073438,0.277854559521082,0.371428591673195
228,26163539200,26163539200,"+42.4418860,-083.1852528",0.541689494438632,0.541402077232696,0.523572203840506,0.560094202242694
229,26163539300,26163539300,"+42.4348464,-083.1809086",0.447204376655016,0.318181818181818,0.500647845959131,0.522783465824099
230,26163539400,26163539400,"+42.4258579,-083.1758620",0.425010838249817,0.324230360060979,0.476593043824432,0.474209110864041
231,26163539500,26163539500,"+42.4198239,-083.1873321",0.551399969307266,0.650933877318242,0.456547375378849,0.546718655224707
232,26163539600,26163539600,"+42.4267839,-083.1911640",0.334749072570247,0.0942760942760943,0.442801774159021,0.467169349275627
233,26163539700,26163539700,"+42.4346911,-083.1956884",0.365156815879048,0.415824915824916,0.308216940139033,0.371428591673195
