ToxPi Score,FIPS,Name,Source,Air pollution-related deaths!1!0x88cceeff,Air pollution-related illnesses!1!0x44aa99ff
0.515848366465744,26163507900,26163507900,"+42.4263906,-083.1066037",0.576547231270358,0.45514950166113
0.597433094895408,26163508000,26163508000,"+42.4392203,-083.1132634",0.390879478827362,0.803986710963455
0.487024792494075,26163508100,26163508100,"+42.4408940,-083.1014824",0.635179153094463,0.338870431893688
0.318936877076412,26163510400,26163510400,"+42.4147480,-083.0760398",0,0.637873754152824
0.887854816193578,26163510500,26163510500,"+42.4086539,-083.0689077",0.9185667752443,0.857142857142857
0.64666637808824,26163510600,26163510600,"+42.4074065,-083.0465471",0.95114006514658,0.3421926910299
0.832810284935124,26163510700,26163510700,"+42.3936461,-083.0398776",0.941368078175896,0.724252491694352
0.443521594684385,26163511000,26163511000,"+42.4008260,-083.0306599",0,0.887043189368771
0.173742248963823,26163511200,26163511200,"+42.3763856,-083.0658451",0.234527687296417,0.112956810631229
0.622723386756415,26163511300,26163511300,"+42.4154477,-083.0497684",0.853420195439739,0.39202657807309
0.585523823952731,26163511400,26163511400,"+42.3900705,-083.0776630",0.752442996742671,0.418604651162791
0.677167314164511,26163511900,26163511900,"+42.3735241,-083.0718813",0.390879478827362,0.963455149501661
0.620688908848897,26163512100,26163512100,"+42.3989089,-082.9638962",0.390879478827362,0.850498338870432
0.079734219269103,26163512200,26163512200,"+42.3953197,-082.9768484",0,0.159468438538206
0.401316999794388,26163512300,26163512300,"+42.3882982,-082.9663155",0.234527687296417,0.568106312292359
0.415282392026578,26163512400,26163512400,"+42.3908867,-082.9560714",0,0.830564784053156
0.333887043189369,26163512600,26163512600,"+42.3820764,-082.9560601",0,0.667774086378738
0.313379938749229,26163512900,26163512900,"+42.3755477,-082.9504678",0.390879478827362,0.235880398671096
0.625877909682167,26163513200,26163513200,"+42.3679701,-082.9383380",0.703583061889251,0.548172757475083
0.604964991829623,26163513300,26163513300,"+42.3582384,-082.9413094",0.635179153094463,0.574750830564784
0.225340071639594,26163513600,26163513600,"+42.3657136,-082.9802179",0.390879478827362,0.0598006644518272
0.210287099462162,26163513700,26163513700,"+42.3580493,-082.9609921",0.234527687296417,0.186046511627907
0.168758860259504,26163513900,26163513900,"+42.3722151,-082.9837943",0.234527687296417,0.102990033222591
0.236967978616339,26163514100,26163514100,"+42.3798303,-082.9893988",0.390879478827362,0.0830564784053156
0.079734219269103,26163514200,26163514200,"+42.3817139,-083.0084252",0,0.159468438538206
0.24527362645687,26163514300,26163514300,"+42.3888619,-082.9934067",0.390879478827362,0.0996677740863787
0.307308970099668,26163514500,26163514500,"+42.3753160,-082.9999028",0,0.614617940199336
0.735512461177184,26163515200,26163515200,"+42.3616627,-083.0056672",0.703583061889251,0.767441860465116
0.225340071639594,26163515300,26163515300,"+42.3532902,-083.0005510",0.390879478827362,0.0598006644518272
0.775904422825111,26163515400,26163515400,"+42.3609676,-082.9963793",0.817589576547231,0.73421926910299
0.258459856937245,26163515600,26163515600,"+42.3639483,-082.9917654",0.234527687296417,0.282392026578073
0.604283225296785,26163515700,26163515700,"+42.3530390,-082.9871415",0.703583061889251,0.504983388704319
0.323920265780731,26163515900,26163515900,"+42.3829752,-083.0169292",0,0.647840531561462
0.303310355276115,26163516000,26163516000,"+42.3714831,-083.0093251",0.234527687296417,0.372093023255814
0.215946843853821,26163516100,26163516100,"+42.3756603,-083.0258411",0,0.431893687707641
0.12624584717608,26163516200,26163516200,"+42.3661558,-083.0189390",0,0.252491694352159
0.887622149837134,26163516300,26163516300,"+42.3595713,-083.0152242",0.775244299674267,1
0.351585918815674,26163516400,26163516400,"+42.3508558,-083.0096137",0.390879478827362,0.312292358803987
0.568685272760722,26163516500,26163516500,"+42.3375655,-083.0148583",0.775244299674267,0.362126245847176
0.140519657601697,26163516600,26163516600,"+42.3413645,-083.0201887",0.234527687296417,0.0465116279069768
0.390365448504983,26163516700,26163516700,"+42.3483954,-083.0210206",0,0.780730897009967
0.37375415282392,26163516800,26163516800,"+42.3560005,-083.0254934",0,0.747508305647841
0.726811821615246,26163516900,26163516900,"+42.3446547,-083.0302450",0.576547231270358,0.877076411960133
0.465922495049076,26163517000,26163517000,"+42.3408105,-083.0361037",0.752442996742671,0.179401993355482
0.4194108671421,26163517100,26163517100,"+42.3358287,-083.0330442",0.752442996742671,0.0863787375415282
0.90215027000119,26163517200,26163517200,"+42.3338393,-083.0390113",0.817589576547231,0.98671096345515
0.306735420476804,26163517300,26163517300,"+42.3456895,-083.0505419",0.390879478827362,0.222591362126246
0.205303710757843,26163517500,26163517500,"+42.3541327,-083.0560746",0.234527687296417,0.176079734219269
0.695439739413681,26163518000,26163518000,"+42.3624987,-083.0613713",0.390879478827362,1
0.92671009771987,26163518400,26163518400,"+42.3698286,-083.0441079",0.853420195439739,1
0.43269990368695,26163518500,26163518500,"+42.3732892,-083.0345719",0.752442996742671,0.112956810631229
0.695439739413681,26163518600,26163518600,"+42.3647264,-083.0294479",0.390879478827362,1
0.381204887075654,26163518800,26163518800,"+42.3597016,-083.0372366",0.752442996742671,0.00996677740863787
0.191029900332226,26163518900,26163518900,"+42.3525953,-083.0435070",0,0.382059800664452
0.462703041977339,26163520200,26163520200,"+42.3572141,-083.0699378",0.908794788273616,0.0166112956810631
0.944625407166124,26163520300,26163520300,"+42.3497881,-083.0627334",0.889250814332248,1
0.374067981862846,26163520400,26163520400,"+42.3481561,-083.0675930",0.635179153094463,0.112956810631229
0.648154360600388,26163520700,26163520700,"+42.3347168,-083.0554556",0.635179153094463,0.661129568106312
0.420195439739414,26163520800,26163520800,"+42.3254678,-083.0537969",0.840390879478827,0
0.469347560249765,26163521100,26163521100,"+42.3208768,-083.0808652",0.908794788273616,0.0299003322259136
0.660556018483448,26163521300,26163521300,"+42.3341230,-083.0929489",0.390879478827362,0.930232558139535
0.75662558031318,26163521400,26163521400,"+42.3305838,-083.0730165",0.9185667752443,0.59468438538206
0.706559026913546,26163521500,26163521500,"+42.3368603,-083.0763920",0.775244299674267,0.637873754152824
0.295004707435584,26163521800,26163521800,"+42.3461214,-083.0712523",0.234527687296417,0.355481727574751
0.427224128042248,26163521900,26163521900,"+42.3503993,-083.0805337",0.635179153094463,0.219269102990033
0.147164175874122,26163522000,26163522000,"+42.3435757,-083.0875891",0.234527687296417,0.0598006644518272
0.478405315614618,26163522100,26163522100,"+42.3435090,-083.1014140",0,0.956810631229236
0.0348837209302326,26163522200,26163522200,"+42.3511187,-083.1065656",0,0.0697674418604651
0.112956810631229,26163522300,26163522300,"+42.3565382,-083.0965947",0,0.225913621262459
0.395348837209302,26163522400,26163522400,"+42.3609881,-083.0833636",0,0.790697674418605
0.390944408973346,26163522500,26163522500,"+42.3411363,-083.0606837",0.775244299674267,0.00664451827242525
0.891177075329791,26163523100,26163523100,"+42.3259510,-083.1023821",0.9185667752443,0.863787375415283
0.825970976224745,26163523200,26163523200,"+42.3144563,-083.1042425",0.960912052117264,0.691029900332226
0.610446178319824,26163523300,26163523300,"+42.3172270,-083.0975239",0.9185667752443,0.302325581395349
0.781964569783674,26163523400,26163523400,"+42.3196503,-083.0910903",0.876221498371335,0.687707641196013
0.532048437888905,26163523800,26163523800,"+42.3078841,-083.1139929",0.95114006514658,0.112956810631229
0.605754975272436,26163524000,26163524000,"+42.3169861,-083.1199144",0.889250814332248,0.322259136212625
0.80489573300724,26163524100,26163524100,"+42.3113650,-083.1373320",0.908794788273616,0.700996677740864
0.894077288517104,26163524200,26163524200,"+42.3070018,-083.1291089",0.960912052117264,0.827242524916944
0.757864663932386,26163524300,26163524300,"+42.3001177,-083.1320379",0.960912052117264,0.554817275747508
1,26163524500,26163524500,"+42.2868892,-083.1512103",1,1
0.61228045494389,26163524700,26163524700,"+42.2739530,-083.1526152",0.234527687296417,0.990033222591362
0.146179401993356,26163524800,26163524800,"+42.2630997,-083.1615912",0,0.292358803986711
0.751057820294999,26163524900,26163524900,"+42.2904837,-083.1246926",0.977198697068404,0.524916943521595
0.653927732747519,26163525000,26163525000,"+42.3036532,-083.0973176",0.889250814332248,0.418604651162791
0.612383261008365,26163525400,26163525400,"+42.3391838,-083.1140246",0.390879478827362,0.833887043189369
0.774400207776467,26163525500,26163525500,"+42.3340140,-083.1093553",0.635179153094463,0.913621262458472
0.522179055699244,26163525600,26163525600,"+42.3282644,-083.1115806",0.941368078175896,0.102990033222591
0.764509182204811,26163525700,26163525700,"+42.3267956,-083.1262619",0.960912052117264,0.568106312292359
0.842419946540846,26163525800,26163525800,"+42.3332194,-083.1284291",0.977198697068404,0.707641196013289
0.852971095263346,26163526000,26163526000,"+42.3259356,-083.1429717",0.9185667752443,0.787375415282392
0.908702803900137,26163526100,26163526100,"+42.3334778,-083.1520873",0.993485342019544,0.823920265780731
0.76991461685803,26163526200,26163526200,"+42.3372007,-083.1452619",0.9185667752443,0.621262458471761
0.920850152044759,26163526300,26163526300,"+42.3390784,-083.1384863",0.941368078175896,0.900332225913621
0.572889499713225,26163526400,26163526400,"+42.3405358,-083.1309829",0.853420195439739,0.292358803986711
0.585702381854189,26163526500,26163526500,"+42.3481772,-083.1404328",0.234527687296417,0.93687707641196
0.0149501661129568,26163527200,26163527200,"+42.3515946,-083.1186144",0,0.0299003322259136
0.270764119601329,26163527300,26163527300,"+42.3457181,-083.1184380",0,0.541528239202658
0.678828443732618,26163530100,26163530100,"+42.4096746,-083.1216653",0.390879478827362,0.966777408637874
0.628994556689428,26163530200,26163530200,"+42.4111231,-083.1341948",0.390879478827362,0.867109634551495
0.515848366465744,26163530300,26163530300,"+42.4008029,-083.1306653",0.576547231270358,0.45514950166113
0.604077613167834,26163530400,26163530400,"+42.3909517,-083.1361282",0.390879478827362,0.817275747508306
0.600755354031621,26163530500,26163530500,"+42.3844331,-083.1340130",0.390879478827362,0.810631229235881
0.583954678758103,26163530800,26163530800,"+42.3716662,-083.1339332",0.576547231270358,0.591362126245847
0.0714285714285714,26163530900,26163530900,"+42.3753050,-083.1262756",0,0.142857142857143
0.151162790697674,26163531100,26163531100,"+42.3748819,-083.1152689",0,0.302325581395349
0.728472951183352,26163531200,26163531200,"+42.3788297,-083.1020097",0.576547231270358,0.880398671096346
0.577499540078133,26163531300,26163531300,"+42.3833022,-083.1097921",0.390879478827362,0.764119601328904
0.18869241507678,26163531400,26163531400,"+42.3803842,-083.1189728",0.234527687296417,0.142857142857143
0.117940199335548,26163531500,26163531500,"+42.3870970,-083.1235622",0,0.235880398671096
0.260223792569827,26163531600,26163531600,"+42.3941530,-083.1282997",0.390879478827362,0.129568106312292
0.0980066445182724,26163531700,26163531700,"+42.3980117,-083.1171527",0,0.196013289036545
0.298429772636272,26163531800,26163531800,"+42.3903871,-083.1146956",0.390879478827362,0.205980066445183
0.430546387178461,26163531900,26163531900,"+42.3902385,-083.1062989",0.635179153094463,0.225913621262459
0.861044076747433,26163532200,26163532200,"+42.3884007,-083.0939521",0.775244299674267,0.946843853820598
0.326479595701624,26163532300,26163532300,"+42.3840376,-083.0891148",0.576547231270358,0.0764119601328904
0.512921099050938,26163532400,26163532400,"+42.3784502,-083.0840723",0.703583061889251,0.322259136212625
0.59400802969472,26163532600,26163532600,"+42.3689514,-083.0885598",0.234527687296417,0.953488372093023
0.272425249169435,26163532700,26163532700,"+42.3752477,-083.0927712",0,0.54485049833887
0.182047896804355,26163533000,26163533000,"+42.3655279,-083.0976664",0.234527687296417,0.129568106312292
0.0249169435215947,26163533100,26163533100,"+42.3718956,-083.1019312",0,0.0498338870431894
0.453488372093023,26163533200,26163533200,"+42.3687113,-083.1111289",0,0.906976744186047
0.401993355481728,26163533300,26163533300,"+42.3621943,-083.1067231",0,0.803986710963455
0.0132890365448505,26163533400,26163533400,"+42.3633711,-083.1191094",0,0.026578073089701
0.240863787375415,26163533500,26163533500,"+42.3624806,-083.1312395",0,0.481727574750831
0.323920265780731,26163533600,26163533600,"+42.3563635,-083.1217128",0,0.647840531561462
0.48671096345515,26163533700,26163533700,"+42.3569040,-083.1335477",0,0.973421926910299
0.570665642213252,26163533900,26163533900,"+42.3685171,-083.0774349",0.576547231270358,0.564784053156146
0.381383444977112,26163534100,26163534100,"+42.3750600,-083.1423228",0.234527687296417,0.528239202657807
0.332225913621262,26163534200,26163534200,"+42.3798594,-083.1559200",0,0.664451827242525
0.156146179401993,26163534300,26163534300,"+42.3749313,-083.1627851",0,0.312292358803987
0.549260337420325,26163534400,26163534400,"+42.3693259,-083.1588593",0.390879478827362,0.707641196013289
0.5,26163534500,26163534500,"+42.3652492,-083.1451954",0,1
0.386469639745907,26163534600,26163534600,"+42.3555106,-083.1437193",0.390879478827362,0.382059800664452
0.214285714285714,26163534700,26163534700,"+42.3591263,-083.1538569",0,0.428571428571429
0.308293743980434,26163535000,26163535000,"+42.3603948,-083.1762139",0.234527687296417,0.382059800664452
0.161129568106312,26163535100,26163535100,"+42.3694786,-083.1753696",0,0.322259136212625
0.0847176079734219,26163535200,26163535200,"+42.3783005,-083.1753987",0,0.169435215946844
0.288360189163159,26163535300,26163535300,"+42.3727250,-083.1899689",0.234527687296417,0.3421926910299
0.432878461588408,26163535400,26163535400,"+42.3619120,-083.1897249",0.234527687296417,0.631229235880399
0.245847176079734,26163535500,26163535500,"+42.3546687,-083.1894514",0,0.491694352159469
0.667200536755873,26163535600,26163535600,"+42.3551099,-083.1675599",0.390879478827362,0.943521594684385
0.3421926910299,26163535700,26163535700,"+42.3624512,-083.1629391",0,0.684385382059801
0.196013289036545,26163536100,26163536100,"+42.4134413,-083.1504213",0,0.39202657807309
0.177740863787375,26163536200,26163536200,"+42.4127063,-083.1641142",0,0.355481727574751
0.333210687502029,26163536300,26163536300,"+42.4061973,-083.1501123",0.234527687296417,0.431893687707641
0.564107697468806,26163536400,26163536400,"+42.3989571,-083.1498100",0.234527687296417,0.893687707641196
0.321685586589761,26163536500,26163536500,"+42.3884460,-083.1445271",0.390879478827362,0.252491694352159
0.290697674418605,26163536600,26163536600,"+42.3899155,-083.1588972",0,0.581395348837209
0.335548172757475,26163536700,26163536700,"+42.3987581,-083.1643604",0,0.67109634551495
0.151162790697674,26163536800,26163536800,"+42.4064903,-083.1658850",0,0.302325581395349
0.514376616490093,26163536900,26163536900,"+42.4129308,-083.1776478",0.390879478827362,0.637873754152824
0.46776218251864,26163537000,26163537000,"+42.4057432,-083.1771291",0.234527687296417,0.700996677740864
0.204318936877076,26163537100,26163537100,"+42.3979765,-083.1765031",0,0.408637873754153
0.778306838226541,26163537200,26163537200,"+42.3881477,-083.1758564",0.576547231270358,0.980066445182724
0.294019933554817,26163537300,26163537300,"+42.3848282,-083.1918279",0,0.588039867109635
0.48603460776781,26163537500,26163537500,"+42.4053507,-083.1917756",0.234527687296417,0.737541528239203
0.187031285508674,26163537600,26163537600,"+42.4126361,-083.1920649",0.234527687296417,0.13953488372093
0.193675803781099,26163537700,26163537700,"+42.3980970,-083.1914647",0.234527687296417,0.152823920265781
0.730134080751458,26163537800,26163537800,"+42.3918919,-083.1877019",0.576547231270358,0.883720930232558
0.545164327377796,26163538100,26163538100,"+42.4413341,-083.1269354",0.635179153094463,0.45514950166113
0.712938413756534,26163538200,26163538200,"+42.4349753,-083.1300384",0.635179153094463,0.790697674418605
0.197100868981787,26163538300,26163538300,"+42.4269590,-083.1237435",0.390879478827362,0.00332225913621262
0.630655686257535,26163538400,26163538400,"+42.4244427,-083.1362309",0.390879478827362,0.870431893687708
0.569091086173125,26163538500,26163538500,"+42.4206842,-083.1507627",0.234527687296417,0.903654485049834
0.496677740863787,26163538600,26163538600,"+42.4278669,-083.1510894",0,0.993355481727575
0.313277132684753,26163538700,26163538700,"+42.4240331,-083.1655643",0.234527687296417,0.39202657807309
0.535971300875475,26163538800,26163538800,"+42.4350112,-083.1659258",0.390879478827362,0.681063122923588
0.575735604445551,26163538900,26163538900,"+42.4350607,-083.1513465",0.234527687296417,0.916943521594684
0.132890365448505,26163539000,26163539000,"+42.4423439,-083.1516011",0,0.26578073089701
0.235204042983757,26163539100,26163539100,"+42.4421933,-083.1662919",0.234527687296417,0.235880398671096
0.547496401787743,26163539200,26163539200,"+42.4418860,-083.1852528",0.234527687296417,0.86046511627907
0.327242524916944,26163539300,26163539300,"+42.4348464,-083.1809086",0,0.654485049833887
0.333210687502029,26163539400,26163539400,"+42.4258579,-083.1758620",0.234527687296417,0.431893687707641
0.655572629779129,26163539500,26163539500,"+42.4198239,-083.1873321",0.390879478827362,0.920265780730897
0.106312292358804,26163539600,26163539600,"+42.4267839,-083.1911640",0,0.212624584717608
0.42358803986711,26163539700,26163539700,"+42.4346911,-083.1956884",0,0.847176079734219
0.504307033016979,26163540100,26163540100,"+42.4409076,-083.2102951",0.234527687296417,0.774086378737542
0.0282392026578073,26163540200,26163540200,"+42.4338414,-083.2097474",0,0.0564784053156146
0.204318936877076,26163540300,26163540300,"+42.4266089,-083.2094015",0,0.408637873754153
0.193675803781099,26163540400,26163540400,"+42.4193657,-083.2091493",0.234527687296417,0.152823920265781
0.313277132684753,26163540500,26163540500,"+42.4237296,-083.2251159",0.234527687296417,0.39202657807309
0.497662514744554,26163540600,26163540600,"+42.4224753,-083.2339950",0.234527687296417,0.760797342192691
0.54780481998117,26163540700,26163540700,"+42.4334044,-083.2292261",0.703583061889251,0.39202657807309
0.652060991050462,26163540800,26163540800,"+42.4405745,-083.2295474",0.576547231270358,0.727574750830565
0.464542729446903,26163540900,26163540900,"+42.4401121,-083.2489699",0.390879478827362,0.538205980066445
0.230220654279438,26163541000,26163541000,"+42.4329511,-083.2487283",0.234527687296417,0.225913621262459
0.250257015161189,26163541100,26163541100,"+42.4222559,-083.2439581",0.390879478827362,0.109634551495017
0.405894575086303,26163541200,26163541200,"+42.4220120,-083.2537031",0.775244299674267,0.0365448504983389
0.569567240577013,26163541300,26163541300,"+42.4215788,-083.2821395",0.853420195439739,0.285714285714286
0.744765006979991,26163541400,26163541400,"+42.4244065,-083.2688858",0.775244299674267,0.714285714285714
0.477728959927278,26163541500,26163541500,"+42.4362189,-083.2633513",0.234527687296417,0.72093023255814
0.0714285714285714,26163541700,26163541700,"+42.4361333,-083.2731759",0,0.142857142857143
0.710595517655589,26163541800,26163541800,"+42.4356241,-083.2828630",0.703583061889251,0.717607973421927
0.463455149501661,26163542100,26163542100,"+42.4121468,-083.2090072",0,0.926910299003322
0.420265780730897,26163542200,26163542200,"+42.4049237,-083.2086673",0,0.840531561461794
0.250154209096714,26163542300,26163542300,"+42.3984056,-083.2054071",0.234527687296417,0.26578073089701
0.492592552512256,26163542400,26163542400,"+42.3908903,-083.2036174",0.576547231270358,0.408637873754153
0.622350038417003,26163542500,26163542500,"+42.3927935,-083.2132702",0.390879478827362,0.853820598006645
0.18936877076412,26163542600,26163542600,"+42.3829687,-083.2077387",0,0.378737541528239
0.683811832436937,26163542700,26163542700,"+42.3824612,-083.2268100",0.390879478827362,0.976744186046512
0.8092839287067,26163542800,26163542800,"+42.3901406,-083.2243491",0.635179153094463,0.983388704318937
0.742156979449609,26163542900,26163542900,"+42.3988392,-083.2260719",0.703583061889251,0.780730897009967
0.784366985185105,26163543000,26163543000,"+42.4068106,-083.2257349",0.635179153094463,0.933554817275748
0.628485937212549,26163543100,26163543100,"+42.4126595,-083.2284219",0.775244299674267,0.481727574750831
0.444609174629628,26163543200,26163543200,"+42.4112995,-083.2475927",0.390879478827362,0.498338870431894
0.492781932104711,26163543400,26163543400,"+42.4015679,-083.2374736",0.390879478827362,0.59468438538206
0.715746642570368,26163543500,26163543500,"+42.4040427,-083.2498756",0.853420195439739,0.578073089700997
0.435243001071347,26163543600,26163543600,"+42.3968066,-083.2510232",0.830618892508143,0.0398671096345515
0.386280260153452,26163543700,26163543700,"+42.3894635,-083.2386147",0.576547231270358,0.196013289036545
0.707668250240783,26163543800,26163543800,"+42.3894072,-083.2540332",0.830618892508143,0.584717607973422
0.415536701765018,26163543900,26163543900,"+42.3819469,-083.2493385",0.807817589576547,0.0232558139534884
0.725058707673661,26163544000,26163544000,"+42.3823964,-083.2671854",0.752442996742671,0.697674418604651
0.371330094040495,26163544100,26163544100,"+42.3929346,-083.2685039",0.576547231270358,0.166112956810631
0.512921099050938,26163544200,26163544200,"+42.4073688,-083.2619700",0.703583061889251,0.322259136212625
0.577515772614629,26163544300,26163544300,"+42.4086903,-083.2749743",0.889250814332248,0.26578073089701
0.591675955284773,26163545100,26163545100,"+42.3757244,-083.2071726",0.635179153094463,0.548172757475083
0.280730897009967,26163545200,26163545200,"+42.3688227,-083.2069235",0,0.561461794019934
0.507937710346619,26163545300,26163545300,"+42.3616038,-083.2068681",0.703583061889251,0.312292358803987
0.185370155940567,26163545400,26163545400,"+42.3543681,-083.2066365",0.234527687296417,0.136212624584718
0.636466934323157,26163545500,26163545500,"+42.3471339,-083.2064028",0.807817589576547,0.465116279069768
0.721319813434047,26163545600,26163545600,"+42.3399009,-083.2060508",0.960912052117264,0.481727574750831
0.744342961031091,26163545700,26163545700,"+42.3328249,-083.2242628",0.817589576547231,0.67109634551495
0.58552923479823,26163545800,26163545800,"+42.3396092,-083.2268502",0.9185667752443,0.252491694352159
0.548199811702577,26163545900,26163545900,"+42.3468695,-083.2259311",0.830618892508143,0.26578073089701
0.696592249504908,26163546000,26163546000,"+42.3540965,-083.2261440",0.775244299674267,0.617940199335548
0.463027692707262,26163546100,26163546100,"+42.3508568,-083.2405854",0.876221498371335,0.0498338870431894
0.695455971950177,26163546200,26163546200,"+42.3464216,-083.2528230",0.889250814332248,0.501661129568106
0.856715400348459,26163546300,26163546300,"+42.3664397,-083.2586109",0.876221498371335,0.837209302325582
0.381486251041588,26163546400,26163546400,"+42.3754399,-083.2413545",0.390879478827362,0.372093023255814
0.303413161340591,26163546500,26163546500,"+42.3682497,-083.2411333",0.390879478827362,0.215946843853821
0.356569307519993,26163546600,26163546600,"+42.3610566,-083.2415451",0.390879478827362,0.322259136212625
0.809549060136137,26163546700,26163546700,"+42.3613063,-083.2262460",0.775244299674267,0.843853820598007
0.614931769238261,26163546800,26163546800,"+42.3697567,-083.2297901",0.635179153094463,0.59468438538206
0.0946843853820598,26163546900,26163546900,"+42.3739170,-083.2228469",0,0.18936877076412
0.835775428268421,26163550100,26163550100,"+42.3681537,-082.9237513",0.977198697068404,0.694352159468439
