ToxPi Score,FIPS,Name,Source,Economic & Productivity Losses!1!0x88cceeff,Transition Risks!1!0x44aa99ff
0.421462633387918,26163536700,26163536700,"+42.3987581,-083.1643604",0.0691547749725576,0.773770491803279
0.301941660218459,26163536800,26163536800,"+42.4064903,-083.1658850",0.138309549945115,0.465573770491803
0.481414766694859,26163536900,26163536900,"+42.4129308,-083.1776478",0.497255762897914,0.465573770491803
0.491294020262367,26163537000,26163537000,"+42.4057432,-083.1771291",0.517014270032931,0.465573770491803
0.557013550233035,26163537100,26163537100,"+42.3979765,-083.1765031",0.333699231613611,0.780327868852459
0.42359324107898,26163537200,26163537200,"+42.3881477,-083.1758564",0.0439077936333699,0.80327868852459
0.574526281693689,26163537300,26163537300,"+42.3848282,-083.1918279",0.345773874862788,0.80327868852459
0.408418059779381,26163537500,26163537500,"+42.4053507,-083.1917756",0.351262349066959,0.465573770491803
0.453972395674003,26163537600,26163537600,"+42.4126361,-083.1920649",0.442371020856202,0.465573770491803
0.597621061344946,26163537700,26163537700,"+42.3980970,-083.1914647",0.411635565312843,0.783606557377049
0.501529574778212,26163537800,26163537800,"+42.3918919,-083.1877019",0.199780461031833,0.80327868852459
0.550020694246999,26163538100,26163538100,"+42.4413341,-083.1269354",0.634467618002195,0.465573770491803
0.396343416530205,26163538200,26163538200,"+42.4349753,-083.1300384",0.327113062568606,0.465573770491803
0.428176566914398,26163538300,26163538300,"+42.4269590,-083.1237435",0.390779363336992,0.465573770491803
0.508308290295298,26163538400,26163538400,"+42.4244427,-083.1362309",0.551042810098792,0.465573770491803
0.549471846826582,26163538500,26163538500,"+42.4206842,-083.1507627",0.633369923161361,0.465573770491803
0.541239135520325,26163538600,26163538600,"+42.4278669,-083.1510894",0.616904500548847,0.465573770491803
0.494038257364453,26163538700,26163538700,"+42.4240331,-083.1655643",0.522502744237102,0.465573770491803
0.26736427273218,26163538800,26163538800,"+42.4350112,-083.1659258",0.0691547749725576,0.465573770491803
0.49458710478487,26163538900,26163538900,"+42.4350607,-083.1513465",0.523600439077936,0.465573770491803
0.445739684367746,26163539000,26163539000,"+42.4423439,-083.1516011",0.425905598243688,0.465573770491803
0.305234744740962,26163539100,26163539100,"+42.4421933,-083.1662919",0.144895718990121,0.465573770491803
0.540704684097821,26163539200,26163539200,"+42.4418860,-083.1852528",0.622392974753019,0.459016393442623
0.518736391283223,26163539300,26163539300,"+42.4348464,-083.1809086",0.571899012074643,0.465573770491803
0.495684799625704,26163539400,26163539400,"+42.4258579,-083.1758620",0.525795828759605,0.465573770491803
0.476475139911105,26163539500,26163539500,"+42.4198239,-083.1873321",0.487376509330406,0.465573770491803
0.463302801821094,26163539600,26163539600,"+42.4267839,-083.1911640",0.461031833150384,0.465573770491803
0.334330856022026,26163539700,26163539700,"+42.4346911,-083.1956884",0.206366630076839,0.462295081967213
0.36763599719278,26163540100,26163540100,"+42.4409076,-083.2102951",0.443468715697036,0.291803278688525
0.431714383401414,26163540200,26163540200,"+42.4338414,-083.2097474",0.509330406147091,0.354098360655738
0.441586438969966,26163540300,26163540300,"+42.4266089,-083.2094015",0.525795828759605,0.357377049180328
0.355410195965522,26163540400,26163540400,"+42.4193657,-083.2091493",0.350164654226125,0.360655737704918
0.38684565690738,26163540500,26163540500,"+42.4237296,-083.2251159",0.481888035126235,0.291803278688525
0.390138741429882,26163540600,26163540600,"+42.4224753,-083.2339950",0.48847420417124,0.291803278688525
0.356659048784438,26163540700,26163540700,"+42.4334044,-083.2292261",0.421514818880351,0.291803278688525
0.280369257346458,26163540800,26163540800,"+42.4405745,-083.2295474",0.268935236004391,0.291803278688525
0.397273757895305,26163540900,26163540900,"+42.4401121,-083.2489699",0.502744237102086,0.291803278688525
0.397822605315722,26163541000,26163541000,"+42.4329511,-083.2487283",0.50384193194292,0.291803278688525
0.40770185888323,26163541100,26163541100,"+42.4222559,-083.2439581",0.523600439077936,0.291803278688525
0.312202407730651,26163541200,26163541200,"+42.4220120,-083.2537031",0.332601536772777,0.291803278688525
0.34677979521693,26163541300,26163541300,"+42.4215788,-083.2821395",0.401756311745335,0.291803278688525
0.476307786435371,26163541400,26163541400,"+42.4244065,-083.2688858",0.660812294182217,0.291803278688525
0.412092638246567,26163541500,26163541500,"+42.4362189,-083.2633513",0.53238199780461,0.291803278688525
0.478503176117039,26163541700,26163541700,"+42.4361333,-083.2731759",0.665203073545554,0.291803278688525
0.402762232099476,26163541800,26163541800,"+42.4356241,-083.2828630",0.513721185510428,0.291803278688525
0.482735599503338,26163542100,26163542100,"+42.4121468,-083.2090072",0.601536772777168,0.363934426229508
0.485314282629429,26163542200,26163542200,"+42.4049237,-083.2086673",0.531284302963776,0.439344262295082
0.362885317881629,26163542300,26163542300,"+42.3984056,-083.2054071",0.270032930845225,0.455737704918033
0.376613701391013,26163542400,26163542400,"+42.3908903,-083.2036174",0.300768386388584,0.452459016393443
0.300228536466862,26163542500,26163542500,"+42.3927935,-083.2132702",0.354555433589462,0.245901639344262
0.460608950711702,26163542600,26163542600,"+42.3829687,-083.2077387",0.478594950603732,0.442622950819672
0.112125029241871,26163542700,26163542700,"+42.3824612,-083.2268100",0.0472008781558727,0.177049180327869
0.249336884346152,26163542800,26163542800,"+42.3901406,-083.2243491",0.321624588364435,0.177049180327869
0.413782368501557,26163542900,26163542900,"+42.3988392,-083.2260719",0.555433589462129,0.272131147540984
0.275978477983121,26163543000,26163543000,"+42.4068106,-083.2257349",0.260153677277717,0.291803278688525
0.374771013658203,26163543100,26163543100,"+42.4126595,-083.2284219",0.457738748627881,0.291803278688525
0.366538302351946,26163543200,26163543200,"+42.4112995,-083.2475927",0.441273326015368,0.291803278688525
0.351199366576092,26163543400,26163543400,"+42.4015679,-083.2374736",0.42371020856202,0.278688524590164
0.198590991704306,26163543500,26163543500,"+42.4040427,-083.2498756",0.105378704720088,0.291803278688525
0.194821039750949,26163543600,26163543600,"+42.3968066,-083.2510232",0.130625686059276,0.259016393442623
0.237262241096975,26163543700,26163543700,"+42.3894635,-083.2386147",0.297475301866081,0.177049180327869
0.114320418923539,26163543800,26163543800,"+42.3894072,-083.2540332",0.0515916575192097,0.177049180327869
0.195000989724857,26163543900,26163543900,"+42.3819469,-083.2493385",0.212952799121844,0.177049180327869
0.360752910690828,26163544000,26163544000,"+42.3823964,-083.2671854",0.544456641053787,0.177049180327869
0.597696640333987,26163544100,26163544100,"+42.3929346,-083.2685039",0.946212952799122,0.249180327868852
0.284211189289378,26163544200,26163544200,"+42.4073688,-083.2619700",0.276619099890231,0.291803278688525
0.618466466322362,26163544300,26163544300,"+42.4086903,-083.2749743",0.94840834248079,0.288524590163934
0.281128646236346,26163545100,26163545100,"+42.3757244,-083.2071726",0.11635565312843,0.445901639344262
0.435896420795019,26163545200,26163545200,"+42.3688227,-083.2069235",0.422612513721186,0.449180327868852
0.431824152885498,26163545300,26163545300,"+42.3616038,-083.2068681",0.309549945115258,0.554098360655738
0.442245055874467,26163545400,26163545400,"+42.3543681,-083.2066365",0.327113062568606,0.557377049180328
0.522369581256411,26163545500,26163545500,"+42.3471339,-083.2064028",0.484083424807903,0.560655737704918
0.555271634485613,26163545600,26163545600,"+42.3399009,-083.2060508",0.536772777167947,0.573770491803279
