row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
53,26163507300,26163507300,"+42.4262623,-083.0877402",0.457306855619447,0.327646528826506,0.351305981472756,0.623125333149608,0.589485711947389,0.468013468013468,0.270341364945117,0.571229600981288
54,26163507400,26163507400,"+42.4362144,-083.0856365",0.470555506061257,0.365286672181473,0.602917215104859,0.47866442111619,0.599473515365926,0.368686868686869,0.326153775772496,0.552706074200989
55,26163507500,26163507500,"+42.4432546,-083.0881317",0.528355073078306,0.622680740646485,0.541212778290381,0.552189620570145,0.715903891599388,0.544089099463692,0.200575851410893,0.521833529567157
56,26163507800,26163507800,"+42.4243919,-083.0970382",0.577466341951048,0.910645908123528,0.858469329148908,0.461505492377291,0.547310896261335,0.689654416038781,0.0177273026193519,0.556951049088141
57,26163507900,26163507900,"+42.4263906,-083.1066037",0.44465162793638,0.266537186823441,0.498579111366098,0.524964746820145,0.485955749639823,0.509327805744744,0.289155179660494,0.538041615499919
58,26163508000,26163508000,"+42.4392203,-083.1132634",0.698782809440489,1,0.853306207725693,0.6908731328284,0.663016533750212,0.592011318395683,0.412988966183741,0.679283507199698
59,26163508100,26163508100,"+42.4408940,-083.1014824",0.518309328757991,0.600035085307208,0.603772931609632,0.492576623590721,0.576872626866711,0.480116035490628,0.289283845566602,0.585508152874435
60,26163510400,26163510400,"+42.4147480,-083.0760398",0.508898353533798,0.617547344496875,0.596464253360225,0.812559243608152,0.612639220522233,0.30976430976431,0.0270341364945117,0.58627996649028
61,26163510500,26163510500,"+42.4086539,-083.0689077",0.610307544163389,0.579035088062922,0.63429117792964,0.525916404321896,0.75784809583244,0.886344443347701,0.307840328469762,0.58087727117936
62,26163510600,26163510600,"+42.4074065,-083.0465471",0.53532481829997,0.374697920287274,0.593516802701601,0.640295332400022,0.527926980159466,0.641907676109631,0.392682626957509,0.576246389484285
63,26163510700,26163510700,"+42.3936461,-083.0398776",0.614763348665612,0.771333522064737,0.784709463667451,0.718508979912649,0.525200629058018,0.830558571600917,0.184000823461799,0.489031450893711
64,26163511000,26163511000,"+42.4008260,-083.0306599",0.684824487759682,0.713689776015186,0.886370725258632,0.861669559053996,0.603718481276779,0.436026936026936,0.586384859739866,0.705911076946377
65,26163511200,26163511200,"+42.3763856,-083.0658451",0.462151743717557,0.45275454077118,0.706299980850224,0.279453338051506,0.77964914001142,0.162614198444817,0.279974152449084,0.574316855444671
66,26163511300,26163511300,"+42.4154477,-083.0497684",0.577528667989773,0.652999705410454,0.717629681859143,0.698363107185628,0.452305063799598,0.617642220248083,0.217145160875271,0.686615736550233
67,26163511400,26163511400,"+42.3900705,-083.0776630",0.631995846157998,0.823885299121583,0.865306145123861,0.471848186525439,0.644983286302373,0.579941653231556,0.441306902496976,0.596699450304199
68,26163511900,26163511900,"+42.3735241,-083.0718813",0.510196816495807,0.53834447545989,0.546925035672142,0.156237510666692,0.789531310333841,0.672819399203764,0.346251390306597,0.521268593827724
69,26163512100,26163512100,"+42.3989089,-082.9638962",0.448416317044876,0.61365319174779,0.730751543872124,0.45921488592405,0.30312252238253,0.615580341964707,0.326142338803064,0.0904493946198658
70,26163512200,26163512200,"+42.3953197,-082.9768484",0.465038077897087,0.793594190549327,0.850043777062434,0.747301561498548,0.321096168622496,0.0673400673400673,0.244971307502938,0.230919472703799
71,26163512300,26163512300,"+42.3882982,-082.9663155",0.460788908248357,0.823930297585118,0.792919402728323,0.808549645941017,0.28619825548852,0.393253929084548,0.0634094177724786,0.057261409138497
72,26163512400,26163512400,"+42.3908867,-082.9560714",0.411050179630218,0.698786713449218,0.493244387585935,0.754724896852859,0.175483885843411,0.407407407407407,0.269217682698439,0.0784862835742561
73,26163512600,26163512600,"+42.3820764,-082.9560601",0.4407007514811,0.704491518659589,0.646880705084915,0.734538764386141,0.217161332208252,0.324915824915825,0.336366989475129,0.120550125637851
74,26163512900,26163512900,"+42.3755477,-082.9504678",0.510794883943471,0.93770426993453,0.887420191651048,0.752297206910435,0.219517041543149,0.304132530516895,0.370377677323063,0.104115269725177
75,26163513200,26163513200,"+42.3679701,-082.9383380",0.416278427014647,0.566206240387516,0.510037063033577,0.507557294424742,0.123628216730672,0.620839228331085,0.474153878705221,0.111527067489716
76,26163513300,26163513300,"+42.3582384,-082.9413094",0.404251135807006,0.234451139539069,0.230973769144007,0.740170399263908,0,0.599644655019248,0.733158347701026,0.291359639981785
77,26163513600,26163513600,"+42.3657136,-082.9802179",0.382811847416561,0.776123358516565,0.795360210157463,0.552380678361392,0.299304048796168,0.214906941291306,0.0416076947930337,0
78,26163513700,26163513700,"+42.3580493,-082.9609921",0.424856569724209,0.32097247099682,0.492599045833214,0.747070187682817,0.195605423141593,0.199651235481854,0.720949382832537,0.297148242100628
79,26163513900,26163513900,"+42.3722151,-082.9837943",0.415127205688101,0.745102989130512,0.69210122902102,0.809588718943613,0.341661281781346,0.157563693394312,0.127070448872458,0.0328020786734459
80,26163514100,26163514100,"+42.3798303,-082.9893988",0.579328738518876,0.830023660956806,0.809462320020817,0.805730934480847,0.351514486591211,0.226691453075818,0.31384187817912,0.718036436327511
81,26163514200,26163514200,"+42.3817139,-083.0084252",0.502066346674893,0.700882356179559,0.786235600313075,0.628196680478673,0.453691225533125,0.0673400673400673,0.346251390306597,0.531867106573153
82,26163514300,26163514300,"+42.3888619,-082.9934067",0.644138533184241,0.922425505911112,0.987983345024994,0.641327759429519,0.515676946266493,0.235108961493326,0.314782568914889,0.891664645249356
83,26163514500,26163514500,"+42.3753160,-082.9999028",0.463798239139547,0.600123653711626,0.588327046619843,0.668757746228592,0.388048917514996,0.297979797979798,0.0307854624681552,0.672565049453821
84,26163515200,26163515200,"+42.3616627,-083.0056672",0.542769253849237,0.589999713677596,0.434095260530115,0.484284629493069,0.401291923530808,0.731950339442196,0.313055586530681,0.844707323740196
85,26163515300,26163515300,"+42.3532902,-083.0005510",0.499752559180598,0.750819222522098,0.65230498008639,0.398060518219229,0.366572124815685,0.214906941291306,0.394472512673592,0.721131614655884
86,26163515400,26163515400,"+42.3609676,-082.9963793",0.383253344200031,0.135716653668882,0.322325010413148,0.314402528881707,0.313202240658651,0.772886300573597,0.0897773507975857,0.734463324406648
87,26163515600,26163515600,"+42.3639483,-082.9917654",0.327015232654754,0.52004567367528,0.565276256194869,0.562503961598459,0.297254422470558,0.248472784303403,0.000620455591677321,0.0949330747490318
88,26163515700,26163515700,"+42.3530390,-082.9871415",0.527210524773007,0.271463447188525,0.440056110344088,0.644264686105716,0.241131585912276,0.598953706445563,0.708028466616916,0.786575670797967
89,26163515900,26163515900,"+42.3829752,-083.0169292",0.479808360414712,0.717386078376983,0.688392760437862,0.403526875584459,0.486077659796523,0.314814814814815,0.191895191612127,0.556565142280218
90,26163516000,26163516000,"+42.3714831,-083.0093251",0.493229001868458,0.379467616546904,0.517476974350861,0.5918994154232,0.392108570945614,0.293927329757949,0.426470293901522,0.851252812153157
91,26163516100,26163516100,"+42.3756603,-083.0258411",0.410117976139804,0.650944775575693,0.523334529692697,0.168292487253048,0.574856067208337,0.205387205387205,0.196255536208016,0.551755231653632
92,26163516200,26163516200,"+42.3661558,-083.0189390",0.473788005055281,0.789757319581389,0.950476433423226,0.353764539946261,0.541691434245392,0.114478114478114,0.126490022673792,0.439858171038794
93,26163516300,26163516300,"+42.3595713,-083.0152242",0.566302273133929,0.875772813145295,0.597623929109817,0.47063784028162,0.506579667908108,0.886108643437634,0.187534847016238,0.439858171038794
94,26163516400,26163516400,"+42.3508558,-083.0096137",0.344087710642876,0.320514629486885,0.262053790741799,0.319053904825051,0.450522085527668,0.342853069237434,0.225905879460061,0.487710615221233
95,26163516500,26163516500,"+42.3375655,-083.0148583",0.433129981898034,0,0.0924247102367654,0.353445271284123,0.402110239634829,0.56287632020531,0.643604017807362,0.977449314117853
96,26163516600,26163516600,"+42.3413645,-083.0201887",0.478139302025724,0.692531212756539,0.818302917238777,0.510720851158781,0.379650551860523,0.128944164774784,0.287822772721684,0.529002643668983
97,26163516700,26163516700,"+42.3483954,-083.0210206",0.421400481364092,0.161685766957809,0.575370002160564,0.530383918012529,0.303698911037961,0.382154882154882,0.387238629507953,0.609271259716944
98,26163516800,26163516800,"+42.3560005,-083.0254934",0.440228015118854,0.664806445128424,0.517678463412293,0.324893818551209,0.581886378836676,0.365319865319865,0.143931401057348,0.483079733526158
99,26163516900,26163516900,"+42.3446547,-083.0302450",0.461092792785874,0.406544690027452,0.48570004694713,0.447635194491388,0.315365281418688,0.723132519549458,0.294799324075107,0.554472492991894
100,26163517000,26163517000,"+42.3408105,-083.0361037",0.329173326145711,0.0134245416212494,0.283272647332562,0.231182537868102,0.431206537127795,0.458729532019434,0.446539316012043,0.439858171038794
101,26163517100,26163517100,"+42.3358287,-083.0330442",0.266400661039843,0.0778909118562845,0.26119755908749,0.166542630006059,0.345479022048807,0.411591484881387,0.162244848360082,0.439858171038794
102,26163517200,26163517200,"+42.3338393,-083.0390113",0.481173959465552,0.105471972082812,0.278484241263089,0.180343049442531,0.564109995380821,0.900832428519725,0.670661028240737,0.668315001329147
103,26163517300,26163517300,"+42.3456895,-083.0505419",0.428870758947386,0.246430016236593,0.577176923515854,0.472676555144952,0.588028053193405,0.297398523782889,0.352355872740841,0.468029368017165
104,26163517500,26163517500,"+42.3541327,-083.0560746",0.495166196175911,0.7259986414453,0.511909579285753,0.384461849901085,0.681433229603342,0.194600730431349,0.476189659264088,0.491569683300462
105,26163518000,26163518000,"+42.3624987,-083.0613713",0.410986140374981,0.0884525532080509,0.314458014397034,0.0723722234388346,0.787093155941014,0.691337917722283,0.454387936284643,0.468801181633011
106,26163518400,26163518400,"+42.3698286,-083.0441079",0.547307175639368,0.720470973043765,0.590081644221469,0.286228087930518,0.716733743146609,0.925723028328892,0.103816230775169,0.488096522029156
107,26163518500,26163518500,"+42.3732892,-083.0345719",0.425075805519123,0.499156386936516,0.611589827467019,0.254459751999055,0.565926832240609,0.425059498349401,0.154396228087481,0.464942113553782
108,26163518600,26163518600,"+42.3647264,-083.0294479",0.493367900568653,0.74312234247365,0.499650592221451,0.434760535425522,0.478240552142904,0.691337917722283,0.166605192955971,0.439858171038794
109,26163518800,26163518800,"+42.3597016,-083.0372366",0.469913536189013,0.751048500407728,0.5456664957515,0.407813908879539,0.550112101841867,0.372870946160848,0.131722436188859,0.530160364092751
110,26163518900,26163518900,"+42.3525953,-083.0435070",0.573466359776989,0.725533657322106,0.843749045825383,0.474106354324045,0.753780703268431,0.18013468013468,0.393343111942198,0.643616965622082
111,26163520200,26163520200,"+42.3572141,-083.0699378",0.418196764941371,0.175419583733195,0.451901880058775,0.109455153719025,0.790714479880319,0.455466719310368,0.477933797102444,0.466485740785474
112,26163520300,26163520300,"+42.3497881,-083.0627334",0.400691881799306,0.0280439015657436,0.266586064853617,0.202109069701223,0.486547717211448,0.943879621404051,0.437818626820265,0.439858171038794
113,26163520400,26163520400,"+42.3481561,-083.0675930",0.44650554954838,0.400306904992851,0.723670665207003,0.326963556322925,0.608312992037397,0.365637921012514,0.260788636227173,0.439858171038794
114,26163520700,26163520700,"+42.3347168,-083.0554556",0.407424158877521,0.17330179890175,0.23674227705691,0.345346477474495,0.541475374212204,0.643415698790292,0.471829314668199,0.439858171038794
115,26163520800,26163520800,"+42.3254678,-083.0537969",0.393799281460515,0.0727809454553597,0.142746781047858,0.203908705547676,0.491998348026543,0.412386624113009,0.764844471511939,0.667929094521224
116,26163521100,26163521100,"+42.3208768,-083.0808652",0.487705676366011,0.431594408114809,0.564047367975681,0.245228431537458,0.706250845362082,0.462200726044374,0.343635183549063,0.660982771978612
117,26163521300,26163521300,"+42.3341230,-083.0929489",0.472085540809291,0.428278807039745,0.548487198809403,0.12554526519821,0.773581951632493,0.655984382368747,0.20551376296309,0.567207417653349
118,26163521400,26163521400,"+42.3305838,-083.0730165",0.392080049058307,0.177720933725409,0.300998083604737,0.0605202268895375,0.645381960059389,0.753347810351068,0.286078634883329,0.520512693894679
119,26163521500,26163521500,"+42.3368603,-083.0763920",0.480160606200109,0.318723976342726,0.45146864430195,0.285544993373788,0.679328604360229,0.70260695993595,0.292183117317573,0.631267947768549
120,26163521800,26163521800,"+42.3461214,-083.0712523",0.491202931267107,0.801803910229808,0.576326573250136,0.588395856453036,0.613931681449499,0.28550982134044,0.132594505108036,0.439858171038794
121,26163521900,26163521900,"+42.3503993,-083.0805337",0.464041951899846,0.18712489834288,0.301943614007298,0.478291252980265,0.747591296517845,0.419509974884568,0.477933797102444,0.635898829463624
122,26163522000,26163522000,"+42.3435757,-083.0875891",0.537135176714349,0.811710000559422,0.793493086572269,0.321134648591758,0.70788614650917,0.13567817150879,0.36456483760933,0.625479345649706
123,26163522100,26163522100,"+42.3435090,-083.1014140",0.389616795588113,0.284815848415853,0.531554210638413,0.136658619394194,0.639335384369998,0.471380471380471,0.171617444809474,0.491955590108385
124,26163522200,26163522200,"+42.3511187,-083.1065656",0.436187440409166,0.767440797838304,0.782104556263055,0.280205688189628,0.597957027356531,0.0218855218855219,0.163860320292329,0.439858171038794
125,26163522300,26163522300,"+42.3565382,-083.0965947",0.587809220872741,0.968051805151537,0.856990814846464,0.564135937578211,0.713415247747454,0.101010101010101,0.371252605484599,0.539808034290824
126,26163522400,26163522400,"+42.3609881,-083.0833636",0.49682258411781,0.537733641151131,0.714710644438599,0.265721194532432,0.833843473889398,0.387205387205387,0.167477261875148,0.571066485732578
127,26163522500,26163522500,"+42.3411363,-083.0606837",0.597067410609636,0.974056600118807,0.774009859674237,0.450253537548733,0.705874015222756,0.38274164007063,0.41601690384082,0.476519317791469
128,26163523100,26163523100,"+42.3259510,-083.1023821",0.590304741382315,0.436873513574913,0.620501568988551,0.463335736097354,0.861154305149035,0.889711446714704,0.327694907403436,0.532861711748212
129,26163523200,26163523200,"+42.3144563,-083.1042425",0.592259832840721,0.468560288778078,0.661965196172733,0.460301581740912,0.769570094880181,0.823627150988715,0.492607428883494,0.469187088440934
130,26163523300,26163523300,"+42.3172270,-083.0975239",0.551379986507627,0.51519798205605,0.709768211768423,0.471722235672449,0.690871500441636,0.60519966220292,0.427042142373114,0.439858171038794
131,26163523400,26163523400,"+42.3196503,-083.0910903",0.525752739263489,0.423458971612227,0.561768118973966,0.453393356008067,0.668662480959155,0.779028065673017,0.354100010579197,0.439858171038794
132,26163523800,26163523800,"+42.3078841,-083.1139929",0.63265542722846,0.600119368143671,0.717128854526946,0.496430810050739,0.971399041499835,0.525746059948014,0.602267951038334,0.515495905391681
133,26163524000,26163524000,"+42.3169861,-083.1199144",0.622292587039559,0.56777904382726,0.768086513171917,0.533908625090933,0.780937873518788,0.600445277969708,0.464746971347532,0.640143804350776
134,26163524100,26163524100,"+42.3113650,-083.1373320",0.689656482498105,0.69954668750003,0.615307580231725,0.80959666185301,0.679400457168832,0.802268066111714,0.54497731191189,0.676498612709533
135,26163524200,26163524200,"+42.3070018,-083.1291089",0.673777228653687,0.750153530966312,0.673932371335656,0.481519526841867,0.707763044709258,0.892650720012284,0.620847307880358,0.589574098830076
136,26163524300,26163524300,"+42.3001177,-083.1320379",0.696932032443843,0.49297802646704,0.64128336123171,0.734481953019141,0.774076727608523,0.754603581965145,0.704345762459863,0.77675481435548
137,26163524500,26163524500,"+42.2868892,-083.1512103",0.640512712282817,0.356350548732499,0.339846667219475,0.56213280390613,1,1,0.525605944936711,0.699653021184906
138,26163524700,26163524700,"+42.2739530,-083.1526152",0.679593981613345,0.65752883647831,0.612187039252574,0.682177067866904,0.855297609959168,0.607058642889262,0.669497316601047,0.67341135824615
139,26163524800,26163524800,"+42.2630997,-083.1615912",0.601376664560756,0.663254355267133,0.543712261589474,0.891084695537352,0.709429730413832,0.134680134680135,0.627638008480513,0.639837465956858
140,26163524900,26163524900,"+42.2904837,-083.1246926",0.723777290417326,0.534779456306997,0.587810306072362,0.775083708182836,0.996735219958222,0.747705063665976,0.646800650763561,0.777526627971326
141,26163525000,26163525000,"+42.3036532,-083.0973176",0.746758664413211,0.728374988876739,0.639792724214853,0.783464418485928,0.926534380233234,0.649266826791257,0.723508404742911,0.776368907547557
142,26163525400,26163525400,"+42.3391838,-083.1140246",0.634687059082567,0.734929050803666,0.701374089745521,0.841991578011506,0.718022926106048,0.607162833547198,0.340041115905107,0.49928781945892
143,26163525500,26163525500,"+42.3340140,-083.1093553",0.595770209441232,0.828660136085566,0.776856128104164,0.463592302713685,0.664012936757904,0.77136182673642,0.194405606402416,0.471502529288471
144,26163525600,26163525600,"+42.3282644,-083.1115806",0.454345321309254,0.374828630109924,0.429831878374416,0.39729391960487,0.758689773314036,0.515743756786102,0.264171119936639,0.439858171038794
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.562657253639807,0.418172864413935,0.436983596598169,0.524960019835728,0.634300861492587,0.761337588699152,0.636544548425558,0.526301296013522
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.584794415745216,0.489214724415675,0.72535691474439,0.508954409332863,0.777744123934807,0.840297656258568,0.312134910491418,0.439858171038794
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.72568456831488,0.74133397298854,0.645752675416518,0.91110599334673,0.827503137427493,0.850990907994165,0.435096628095487,0.668008662935229
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.672022901640001,0.752977861124193,0.705508179716991,0.897493688244301,0.636431500509407,0.907473212033473,0.336552840228396,0.467723029623247
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.599116447307609,0.568842719816673,0.714935755659618,0.643478908920955,0.627444677389424,0.766815823819081,0.404574215924264,0.467723029623247
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.628197352474444,0.437942189393607,0.772027316755613,0.715742904476358,0.55576495486727,0.919784160826506,0.48131628081191,0.51480366018984
