row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment
81,26163514200,26163514200,"+42.3817139,-083.0084252",0.656207524177614,0.634804368964017,0.728432175445991,0.729353767354452,0.532239784945997
82,26163514300,26163514300,"+42.3888619,-082.9934067",0.770338436330336,0.873090035433529,0.937553253140489,0.736498150882122,0.534212305865203
83,26163514500,26163514500,"+42.3753160,-082.9999028",0.596624527142552,0.62991685816944,0.569303699184304,0.700356462510407,0.486921088706057
84,26163515200,26163515200,"+42.3616627,-083.0056672",0.467067310455311,0.493742989189608,0.392053436181168,0.526339949063009,0.456132867387461
85,26163515300,26163515300,"+42.3532902,-083.0005510",0.560536045118337,0.702329823626439,0.607251227285126,0.410385732237327,0.522177397324454
86,26163515400,26163515400,"+42.3609676,-082.9963793",0.278529990871639,0.128495548260934,0.28775179470582,0.290134444836527,0.407738175683275
87,26163515600,26163515600,"+42.3639483,-082.9917654",0.482330300267948,0.5069841049387,0.493565742099878,0.544520958556864,0.384250395476351
88,26163515700,26163515700,"+42.3530390,-082.9871415",0.384208332906535,0.190029133273043,0.417908442539428,0.610377286670639,0.318518469143028
89,26163515900,26163515900,"+42.3829752,-083.0169292",0.574670469052847,0.631229544657448,0.61987259857711,0.531152559511861,0.51642717346497
90,26163516000,26163516000,"+42.3714831,-083.0093251",0.488399988761467,0.404362869796374,0.445012070325413,0.677478165933628,0.426746848990451
91,26163516100,26163516100,"+42.3756603,-083.0258411",0.486237687194744,0.573934754331661,0.492391524953458,0.280646973063448,0.597977496430407
92,26163516200,26163516200,"+42.3661558,-083.0189390",0.661791596163167,0.711787774247558,0.891809538096424,0.453869680423183,0.589699391885504
93,26163516300,26163516300,"+42.3595713,-083.0152242",0.604896312984223,0.788926031306779,0.482070860682549,0.517406969750069,0.631181390197495
94,26163516400,26163516400,"+42.3508558,-083.0096137",0.350779783230685,0.351728834239307,0.227823308282844,0.264453666151708,0.559113324248883
95,26163516500,26163516500,"+42.3375655,-083.0148583",0.225284783690616,0.0355378523643547,0.07354768829327,0.323093302984533,0.468960291120307
96,26163516600,26163516600,"+42.3413645,-083.0201887",0.635536264254195,0.684672500462738,0.823045326864316,0.533682170977616,0.500745058712109
97,26163516700,26163516700,"+42.3483954,-083.0210206",0.437783162571855,0.117601430739661,0.659546628497657,0.517951863675435,0.456032727374667
98,26163516800,26163516800,"+42.3560005,-083.0254934",0.529426159130106,0.610593197321844,0.477837646598418,0.419425679187377,0.609848113412784
99,26163516900,26163516900,"+42.3446547,-083.0302450",0.421031156129396,0.29473020597044,0.467297003987671,0.514522374437963,0.407575040121509
100,26163517000,26163517000,"+42.3408105,-083.0361037",0.240143220301478,0.0102290116132268,0.235760726829559,0.189943249997924,0.524639892765201
101,26163517100,26163517100,"+42.3358287,-083.0330442",0.212573665924463,0,0.234356747400189,0.192714539244206,0.423223377053458
102,26163517200,26163517200,"+42.3338393,-083.0390113",0.306575962996098,0.154177939690586,0.245236476772329,0.182504154801585,0.644385280719892
103,26163517300,26163517300,"+42.3456895,-083.0505419",0.479394071890118,0.242145988783409,0.515809900795585,0.51682060367953,0.642799794301949
104,26163517500,26163517500,"+42.3541327,-083.0560746",0.586339361618761,0.678085099419086,0.479327200945756,0.470685914441951,0.717259231668251
105,26163518000,26163518000,"+42.3624987,-083.0613713",0.327539386775264,0.140531115656899,0.217080437370841,0.170539444630747,0.782006549442571
106,26163518400,26163518400,"+42.3698286,-083.0441079",0.560580270509303,0.679000384172512,0.46775873219417,0.376880965036924,0.718681000633606
107,26163518500,26163518500,"+42.3732892,-083.0345719",0.494787539963942,0.461372239892698,0.603962161817897,0.356367926650868,0.557447831494305
108,26163518600,26163518600,"+42.3647264,-083.0294479",0.53852814892278,0.65919318347387,0.458020006119077,0.514982943966371,0.521916462131804
109,26163518800,26163518800,"+42.3597016,-083.0372366",0.546597266450514,0.667295672151831,0.476265733705896,0.472024794678898,0.57080286526543
110,26163518900,26163518900,"+42.3525953,-083.0435070",0.707339872251484,0.652336741178172,0.855512776237008,0.553090931452393,0.768419040138364
111,26163520200,26163520200,"+42.3572141,-083.0699378",0.402428369444404,0.262120698085733,0.347131967595254,0.172214821078293,0.828245991018334
112,26163520300,26163520300,"+42.3497881,-083.0627334",0.259747962873656,0.0630907467091191,0.179474265638308,0.213061666768374,0.583365172378822
113,26163520400,26163520400,"+42.3481561,-083.0675930",0.548228126224144,0.482873843512508,0.694037636040095,0.355918677042362,0.660082348301612
114,26163520700,26163520700,"+42.3347168,-083.0554556",0.324810763362343,0.175147240216855,0.178564653306664,0.318146834409467,0.627384325516386
115,26163520800,26163520800,"+42.3254678,-083.0537969",0.252584757288279,0.107579104610438,0.170839147635411,0.173914790550595,0.558005986356672
116,26163521100,26163521100,"+42.3208768,-083.0808652",0.508583595305445,0.442311649956209,0.518281904233561,0.320488909786771,0.753251917245239
117,26163521300,26163521300,"+42.3341230,-083.0929489",0.470955277920675,0.442411572659413,0.494129881400885,0.115936700734662,0.83134295688774
118,26163521400,26163521400,"+42.3305838,-083.0730165",0.319842492588705,0.196482931374619,0.299184675373459,0.0824470690764236,0.701255294530318
119,26163521500,26163521500,"+42.3368603,-083.0763920",0.449341380038833,0.309313969995203,0.392191520160545,0.371995439405966,0.723864590593616
120,26163521800,26163521800,"+42.3461214,-083.0712523",0.658034986876034,0.728124717893363,0.536668203650238,0.652315990534979,0.715031035425556
121,26163521900,26163521900,"+42.3503993,-083.0805337",0.420349037134555,0.212632693246088,0.214569409106521,0.513246904416942,0.74094714176867
122,26163522000,26163522000,"+42.3435757,-083.0875891",0.65721632410157,0.771797567172979,0.736350911655093,0.386069922187054,0.734646895391153
123,26163522100,26163522100,"+42.3435090,-083.1014140",0.408161224646132,0.282343116244677,0.535363166966776,0.143191022747026,0.671747592626049
124,26163522200,26163522200,"+42.3511187,-083.1065656",0.616163874978957,0.707450539390258,0.768477024934791,0.337788681698891,0.650939253891887
125,26163522300,26163522300,"+42.3565382,-083.0965947",0.786728397284415,0.948183102479089,0.793493968558424,0.693972765034247,0.7112637530659
126,26163522400,26163522400,"+42.3609881,-083.0833636",0.649146886787995,0.62924699353877,0.642869262397122,0.48443153548599,0.840039755730097
127,26163522500,26163522500,"+42.3411363,-083.0606837",0.758187001157807,0.96108589515186,0.762886654460814,0.558346880587792,0.750428574430762
128,26163523100,26163523100,"+42.3259510,-083.1023821",0.609740432941813,0.496897883490315,0.609773677645158,0.447369485564085,0.884920685067692
129,26163523200,26163523200,"+42.3144563,-083.1042425",0.603896088133549,0.522766370217456,0.65933260630156,0.436651569141781,0.7968338068734
130,26163523300,26163523300,"+42.3172270,-083.0975239",0.630752239140597,0.578746699618614,0.644647947399347,0.511895874810791,0.787718434733635
131,26163523400,26163523400,"+42.3196503,-083.0910903",0.562195685592909,0.456931004862426,0.553017747286103,0.52036115714353,0.718472833079577
132,26163523800,26163523800,"+42.3078841,-083.1139929",0.703495030485916,0.688957499982656,0.645383153393598,0.479639468567411,1
133,26163524000,26163524000,"+42.3169861,-083.1199144",0.693437753333028,0.635597276322982,0.729576744658587,0.541907196246155,0.866669796104387
134,26163524100,26163524100,"+42.3113650,-083.1373320",0.71284589731575,0.736300831002082,0.568857794703913,0.808296151760791,0.737928811796212
135,26163524200,26163524200,"+42.3070018,-083.1291089",0.694790498760727,0.831401861466726,0.62425549723591,0.545610527331787,0.777894109008486
136,26163524300,26163524300,"+42.3001177,-083.1320379",0.649826236268139,0.56540276338648,0.608376206984087,0.666766660874695,0.758759313827293
137,26163524500,26163524500,"+42.2868892,-083.1512103",0.546068286634302,0.43521816617298,0.344629561553704,0.4056607677029,0.998764651107623
138,26163524700,26163524700,"+42.2739530,-083.1526152",0.657608733148607,0.632687203301405,0.592795157708959,0.575381862204901,0.829570709379165
139,26163524800,26163524800,"+42.2630997,-083.1615912",0.692618629057772,0.602454736372141,0.579397379653134,0.822985412214471,0.765636987991342
140,26163524900,26163524900,"+42.2904837,-083.1246926",0.71996473535663,0.562795152217225,0.617548407910868,0.735728411889363,0.963786969409065
141,26163525000,26163525000,"+42.3036532,-083.0973176",0.740497896008768,0.779200217540934,0.57489988625149,0.727816667036579,0.88007481320607
142,26163525400,26163525400,"+42.3391838,-083.1140246",0.755745894087356,0.73580094546045,0.708739133732503,0.863510675045182,0.714932822111288
143,26163525500,26163525500,"+42.3340140,-083.1093553",0.725701308288582,0.810775880543717,0.840166956631575,0.506293149487527,0.745569246491507
144,26163525600,26163525600,"+42.3282644,-083.1115806",0.523116628888896,0.409575987474191,0.474916041213915,0.422518435137005,0.785456051730472
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.55693267419669,0.464903482520716,0.456222261122321,0.602298335745253,0.70430661739847
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.698953244769385,0.613178462095179,0.723976631656349,0.598908379315275,0.859749506010737
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.775661424921936,0.805407006858974,0.566125441116721,0.884006920868445,0.847106330843602
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.771115014350002,0.819302424426089,0.62710813111044,0.879929949351549,0.758119552511931
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.684348961025547,0.658537265124517,0.635831700826635,0.709243171947858,0.733783706203178
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.672162516578253,0.505588207565579,0.755672921045466,0.807721507287281,0.619667430414685
151,26163526400,26163526400,"+42.3405358,-083.1309829",0.633863704530715,0.668423871358057,0.584740208478591,0.539384927229372,0.742905811056839
152,26163526500,26163526500,"+42.3481772,-083.1404328",0.766227756770828,0.904657209506839,0.882100667445028,0.78166967161949,0.496483478511953
153,26163527200,26163527200,"+42.3515946,-083.1186144",0.670097960344361,0.792668700952449,0.833162815783834,0.496471644484753,0.558088680156406
154,26163527300,26163527300,"+42.3457181,-083.1184380",0.671659119569811,0.672876212795779,0.867875836474343,0.518952249108695,0.626932179900425
155,26163530100,26163530100,"+42.4096746,-083.1216653",0.591105848092971,0.460160762126821,0.474786557956528,0.795537870059803,0.633938202228731
156,26163530200,26163530200,"+42.4111231,-083.1341948",0.484454001310999,0.241857925330526,0.492769699657523,0.683942743258147,0.519245636997802
157,26163530300,26163530300,"+42.4008029,-083.1306653",0.666628932545727,0.750374184462824,0.685445040983695,0.61542584610984,0.615270658626549
158,26163530400,26163530400,"+42.3909517,-083.1361282",0.585768298085215,0.600732047806796,0.5895238048922,0.545174661904429,0.607642677737435
159,26163530500,26163530500,"+42.3844331,-083.1340130",0.499825867085235,0.471415875382758,0.516165684398782,0.504583857189192,0.507138051370209
160,26163530800,26163530800,"+42.3716662,-083.1339332",0.692783394127179,0.824274647435768,0.687559069923307,0.66612392928221,0.593175929867433
161,26163530900,26163530900,"+42.3753050,-083.1262756",0.622206653106352,0.743423098147387,0.763524019787789,0.559446838880163,0.422432655610066
162,26163531100,26163531100,"+42.3748819,-083.1152689",0.664147866712767,0.795303081937312,0.804909734929952,0.55623178647056,0.500146863513243
163,26163531200,26163531200,"+42.3788297,-083.1020097",0.319302914257635,0.143576745592592,0.168468966044683,0.318776984003186,0.646388961390079
164,26163531300,26163531300,"+42.3833022,-083.1097921",0.449779637676224,0.265162235568119,0.325293305003247,0.667288159722633,0.541374850410896
165,26163531400,26163531400,"+42.3803842,-083.1189728",0.56159311377833,0.521512094967263,0.565637111857608,0.592561880714249,0.566661367574199
166,26163531500,26163531500,"+42.3870970,-083.1235622",0.617422463435788,0.587875056648959,0.689960717763833,0.605655417416318,0.586198661914044
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.556566392637406,0.418731518646357,0.624880819468981,0.583817910492889,0.598835321941395
168,26163531700,26163531700,"+42.3980117,-083.1171527",0.76555557504147,0.921079380423868,0.65252265576545,0.834861286424104,0.653758977552457
169,26163531800,26163531800,"+42.3903871,-083.1146956",0.687488351236692,0.796461898444665,0.626256340288195,0.786603591805649,0.540631574408259
170,26163531900,26163531900,"+42.3902385,-083.1062989",0.626900712531094,0.826421477527618,0.518004178224845,0.482687706039488,0.680489488332425
171,26163532200,26163532200,"+42.3884007,-083.0939521",0.525324795906699,0.497425101638848,0.50945559023204,0.426681764501732,0.667736727254177
172,26163532300,26163532300,"+42.3840376,-083.0891148",0.22483112159543,0.0638200982008815,0.254632740969274,0,0.580871647211565
173,26163532400,26163532400,"+42.3784502,-083.0840723",0.57683266519532,0.697703354336556,0.56631336929406,0.301360241365825,0.741953695784838
174,26163532600,26163532600,"+42.3689514,-083.0885598",0.445483139637666,0.290396900128094,0.494207720703324,0.288436646059492,0.708891291659754
175,26163532700,26163532700,"+42.3752477,-083.0927712",0.523504562537342,0.390735851098062,0.677038742870592,0.282436635301007,0.743807020879708
176,26163533000,26163533000,"+42.3655279,-083.0976664",0.670418094160953,0.637873144688929,1,0.492015768071214,0.551783463883668
177,26163533100,26163533100,"+42.3718956,-083.1019312",0.510838850847797,0.437649557677744,0.636318669891412,0.434938430459496,0.534448745362536
178,26163533200,26163533200,"+42.3687113,-083.1111289",0.501270809535216,0.458935149941488,0.591273692626234,0.412826816568562,0.542047579004579
179,26163533300,26163533300,"+42.3621943,-083.1067231",0.618918189870869,0.736485603920091,0.665477849287256,0.572908596714497,0.500800709561632
180,26163533400,26163533400,"+42.3633711,-083.1191094",0.702251828980255,0.853773809063122,0.520626917130457,0.784629984278137,0.649976605449306
181,26163533500,26163533500,"+42.3624806,-083.1312395",0.642000542911232,0.692295440874952,0.756097733242124,0.476405575279496,0.643203422248355
182,26163533600,26163533600,"+42.3563635,-083.1217128",0.668665942696154,0.812312081827066,0.686495493962438,0.563755880215885,0.612100314779229
183,26163533700,26163533700,"+42.3569040,-083.1335477",0.486825965779768,0.367253473253957,0.49669127700987,0.584004425482931,0.499354687372312
184,26163533900,26163533900,"+42.3685171,-083.0774349",0.364045772354798,0.15087561549704,0.15869962989358,0.305994953474014,0.840612890554558
185,26163534100,26163534100,"+42.3750600,-083.1423228",0.563231594150021,0.48873423944247,0.39186284964625,0.644240319362259,0.728088968149106
186,26163534200,26163534200,"+42.3798594,-083.1559200",0.692210010046094,0.705823623131107,0.681022115611119,0.743984954948239,0.63800934649391
187,26163534300,26163534300,"+42.3749313,-083.1627851",0.664803258912063,0.768676182806415,0.575394101813889,0.719897516939033,0.595245234088916
188,26163534400,26163534400,"+42.3693259,-083.1588593",0.753513627170928,0.839316779402788,0.821061406928077,0.827589337655692,0.526086984697154
189,26163534500,26163534500,"+42.3652492,-083.1451954",0.6340815229357,0.819084011845589,0.473601321678767,0.6951137961991,0.548526962019345
190,26163534600,26163534600,"+42.3555106,-083.1437193",0.563068413828213,0.608218848908338,0.579698402805387,0.577663994282147,0.48669240931698
191,26163534700,26163534700,"+42.3591263,-083.1538569",0.560353931888696,0.468930592528117,0.676342731644321,0.611523654760924,0.48461874862142
192,26163535000,26163535000,"+42.3603948,-083.1762139",0.617796947662878,0.661744790160975,0.589178452112934,0.816617506083191,0.403647042294411
193,26163535100,26163535100,"+42.3694786,-083.1753696",0.754148852826241,0.960314660731419,0.894833442627967,0.772698611680661,0.388748696264917
194,26163535200,26163535200,"+42.3783005,-083.1753987",0.604540967124808,0.611752668032131,0.475757575766043,0.712299693547185,0.618353931153873
195,26163535300,26163535300,"+42.3727250,-083.1899689",0.619090457099382,0.569273809575863,0.747621604222831,0.628653684165809,0.530812730433022
196,26163535400,26163535400,"+42.3619120,-083.1897249",0.610092538041343,0.480218666751068,0.88196030627861,0.703590434198381,0.374600744937315
197,26163535500,26163535500,"+42.3546687,-083.1894514",0.553380372673911,0.659172502704227,0.612701188386755,0.581741666176068,0.359906133428592
198,26163535600,26163535600,"+42.3551099,-083.1675599",0.46752361363323,0.351766473674766,0.548262142475813,0.608571072032641,0.361494766349701
199,26163535700,26163535700,"+42.3624512,-083.1629391",0.49671123426457,0.500579277026199,0.63940535923107,0.434228303737962,0.412631997063049
200,26163536100,26163536100,"+42.4134413,-083.1504213",0.594153394020873,0.5247690779141,0.682477897519156,0.76390556057168,0.405461040078558
201,26163536200,26163536200,"+42.4127063,-083.1641142",0.405964329822812,0.266557000582645,0.342076348360734,0.417392738068864,0.597831232279005
202,26163536300,26163536300,"+42.4061973,-083.1501123",0.610599788470458,0.754078815886693,0.552657182199841,0.559471414687484,0.576191741107814
203,26163536400,26163536400,"+42.3989571,-083.1498100",0.527362104259841,0.510846796590502,0.458789315135571,0.722717011070003,0.41709529424329
204,26163536500,26163536500,"+42.3884460,-083.1445271",0.549852557195426,0.470819389196964,0.555199595945921,0.537285792268262,0.636105451370557
205,26163536600,26163536600,"+42.3899155,-083.1588972",0.527359715876791,0.432634289345812,0.547025139812276,0.572205159961579,0.557574274387498
206,26163536700,26163536700,"+42.3987581,-083.1643604",0.559952940938232,0.583280870558569,0.636082181635833,0.647295950642047,0.37315276091648
