row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
61,26163510500,26163510500,"+42.4086539,-083.0689077",0.596500294920904,0.524851359580947,0.596124493356229,0.614233448987297,0.80521347254114,0.886344443347701,0.226637172462228,0.522097674170785
62,26163510600,26163510600,"+42.4074065,-083.0465471",0.511464744228339,0.371638759915702,0.535944444716458,0.613697440350154,0.596187596277962,0.641907676109631,0.307227331963781,0.513649960264687
63,26163510700,26163510700,"+42.3936461,-083.0398776",0.610383484388457,0.785333889991946,0.732177106252615,0.683005001389627,0.569925670329387,0.830558571600917,0.317132802788179,0.354551348366528
64,26163511000,26163511000,"+42.4008260,-083.0306599",0.6448633246433,0.66086315265228,0.885575339600186,0.790879453136623,0.636357635018206,0.436026936026936,0.444615742844588,0.65972501322428
65,26163511200,26163511200,"+42.3763856,-083.0658451",0.498041869383204,0.448564703140541,0.72418207927831,0.441770163485475,0.814346564773795,0.162614198444817,0.384685297089012,0.510130079470481
66,26163511300,26163511300,"+42.4154477,-083.0497684",0.571416025717868,0.722379188818692,0.655009095710041,0.73734087920842,0.478757594883355,0.617642220248083,0.167072900509639,0.621710300646844
67,26163511400,26163511400,"+42.3900705,-083.0776630",0.626171170723517,0.781198917057785,0.82020544878338,0.533015903065808,0.627234603084286,0.579941653231556,0.490640973158521,0.550960696683282
68,26163511900,26163511900,"+42.3735241,-083.0718813",0.511480959288087,0.55275792095147,0.499477631570915,0.19217507140184,0.789548777118194,0.672819399203764,0.428213034285135,0.445374880485295
69,26163512100,26163512100,"+42.3989089,-082.9638962",0.46280034947165,0.654053275224944,0.670813982975318,0.546319031795817,0.409008796336956,0.615580341964707,0.237526618018756,0.106300399985053
70,26163512200,26163512200,"+42.3953197,-082.9768484",0.456508692980172,0.762727656476905,0.80602799796886,0.740141392765501,0.382825829629237,0.0673400673400673,0.17743468022699,0.25906322645364
71,26163512300,26163512300,"+42.3882982,-082.9663155",0.469695014875863,0.797975286155132,0.787854666535438,0.801161338553242,0.420624629818505,0.393253929084548,0.0412368036594847,0.0457584503246918
72,26163512400,26163512400,"+42.3908867,-082.9560714",0.420399143410095,0.68070554753938,0.466844849135797,0.799132864045434,0.327824314360551,0.407407407407407,0.176401882321129,0.0844771390609695
73,26163512600,26163512600,"+42.3820764,-082.9560601",0.424125057133107,0.688921822097167,0.571998978291711,0.661128177054418,0.340197704296534,0.324915824915825,0.220502352901411,0.161210540374683
74,26163512900,26163512900,"+42.3755477,-082.9504678",0.497941124280998,0.896205818488515,0.823295994161521,0.707753458921659,0.346971693433208,0.304132530516895,0.242838954883632,0.164389419561559
75,26163513200,26163513200,"+42.3679701,-082.9383380",0.409593864473262,0.569660556445129,0.417929149493844,0.430755335229595,0.267032164190273,0.620839228331085,0.310994227598613,0.249946390024295
76,26163513300,26163513300,"+42.3582384,-082.9413094",0.36237656798273,0.224653104261617,0.184281836683537,0.560477957825712,0,0.599644655019248,0.481096042693988,0.48648237939501
77,26163513600,26163513600,"+42.3657136,-082.9802179",0.381675842391687,0.723673998984718,0.744564220645538,0.522032458446809,0.393137528198817,0.214906941291306,0.0269184690554969,0.0464972801191271
78,26163513700,26163513700,"+42.3580493,-082.9609921",0.407807434821133,0.255253674873007,0.471435534961423,0.685888265509241,0.277231368940908,0.199651235481854,0.473077775315755,0.492114188665741
79,26163513900,26163513900,"+42.3722151,-082.9837943",0.428012497546125,0.713980004876643,0.659813177314549,0.808036228255894,0.4673127846577,0.157563693394312,0.0830463407031288,0.106335253620647
80,26163514100,26163514100,"+42.3798303,-082.9893988",0.565578558155428,0.828686855187305,0.751487407361491,0.87125046212164,0.424180967740993,0.226691453075818,0.220404706553948,0.636348055046799
81,26163514200,26163514200,"+42.3817139,-083.0084252",0.507582271476226,0.634804368964017,0.728432175445991,0.729353767354452,0.532239784945997,0.0673400673400673,0.428213034285135,0.432692701997925
82,26163514300,26163514300,"+42.3888619,-082.9934067",0.619705508217289,0.873090035433529,0.937553253140489,0.736498150882122,0.534212305865203,0.235108961493326,0.227805173003038,0.793670677703319
83,26163514500,26163514500,"+42.3753160,-082.9999028",0.468268490227476,0.62991685816944,0.569303699184304,0.700356462510407,0.486921088706057,0.297979797979798,0.0706809330484063,0.522720591993924
84,26163515200,26163515200,"+42.3616627,-083.0056672",0.529464709596616,0.493742989189608,0.392053436181168,0.526339949063009,0.456132867387461,0.731950339442196,0.400759388132964,0.705273997779907
85,26163515300,26163515300,"+42.3532902,-083.0005510",0.479502647928277,0.702329823626439,0.607251227285126,0.410385732237327,0.522177397324454,0.214906941291306,0.312924620775387,0.586542792957898
86,26163515400,26163515400,"+42.3609676,-082.9963793",0.369776516204958,0.128495548260934,0.28775179470582,0.290134444836527,0.407738175683275,0.772886300573597,0.0789020043790631,0.622527344995488
87,26163515600,26163515600,"+42.3639483,-082.9917654",0.328516673498622,0.5069841049387,0.493565742099878,0.544520958556864,0.384250395476351,0.248472784303403,0,0.121822729115158
88,26163515700,26163515700,"+42.3530390,-082.9871415",0.495688676190574,0.190029133273043,0.417908442539428,0.610377286670639,0.318518469143028,0.598953706445563,0.480418151704868,0.853615543557449
89,26163515900,26163515900,"+42.3829752,-083.0169292",0.48829758463984,0.631229544657448,0.61987259857711,0.531152559511861,0.51642717346497,0.314814814814815,0.326839225288902,0.477747176163776
90,26163516000,26163516000,"+42.3714831,-083.0093251",0.497732294559082,0.404362869796374,0.445012070325413,0.677478165933628,0.426746848990451,0.293927329757949,0.479766550116988,0.756832226992773
91,26163516100,26163516100,"+42.3756603,-083.0258411",0.425861406201378,0.573934754331661,0.492391524953458,0.280646973063448,0.597977496430407,0.205387205387205,0.329702892209699,0.500988997033766
92,26163516200,26163516200,"+42.3661558,-083.0189390",0.48271193069156,0.711787774247558,0.891809538096424,0.453869680423183,0.589699391885504,0.114478114478114,0.283884221476939,0.333454794233195
93,26163516300,26163516300,"+42.3595713,-083.0152242",0.566160606853689,0.788926031306779,0.482070860682549,0.517406969750069,0.631181390197495,0.886108643437634,0.323975558368104,0.333454794233195
94,26163516400,26163516400,"+42.3508558,-083.0096137",0.359413695337261,0.351728834239307,0.227823308282844,0.264453666151708,0.559113324248883,0.342853069237434,0.349175827271123,0.42074783792953
95,26163516500,26163516500,"+42.3375655,-083.0148583",0.440750666032808,0.0355378523643547,0.07354768829327,0.323093302984533,0.468960291120307,0.56287632020531,0.621239207261884,1
96,26163516600,26163516600,"+42.3413645,-083.0201887",0.496527594273913,0.684672500462738,0.823045326864316,0.533682170977616,0.500745058712109,0.128944164774784,0.389839897546448,0.414764040579378
97,26163516700,26163516700,"+42.3483954,-083.0210206",0.447078113839192,0.117601430739661,0.659546628497657,0.517951863675435,0.456032727374667,0.382154882154882,0.455131503340632,0.541127761091412
98,26163516800,26163516800,"+42.3560005,-083.0254934",0.455809073574836,0.610593197321844,0.477837646598418,0.419425679187377,0.609848113412784,0.365319865319865,0.295338889160129,0.412300124023433
99,26163516900,26163516900,"+42.3446547,-083.0302450",0.462810594643987,0.29473020597044,0.467297003987671,0.514522374437963,0.407575040121509,0.723132519549458,0.394421764619724,0.437995253821145
100,26163517000,26163517000,"+42.3408105,-083.0361037",0.320976368703146,0.0102290116132268,0.235760726829559,0.189943249997924,0.524639892765201,0.458729532019434,0.494077373463478,0.333454794233195
101,26163517100,26163517100,"+42.3358287,-083.0330442",0.271815319005702,0,0.234356747400189,0.192714539244206,0.423223377053458,0.411591484881387,0.307366290227479,0.333454794233195
102,26163517200,26163517200,"+42.3338393,-083.0390113",0.5026592591377,0.154177939690586,0.245236476772329,0.182504154801585,0.644385280719892,0.900832428519725,0.641269853192472,0.750208680267311
103,26163517300,26163517300,"+42.3456895,-083.0505419",0.433148861878033,0.242145988783409,0.515809900795585,0.51682060367953,0.642799794301949,0.297398523782889,0.432222167974251,0.384845053828618
104,26163517500,26163517500,"+42.3541327,-083.0560746",0.497328012135606,0.678085099419086,0.479327200945756,0.470685914441951,0.717259231668251,0.194600730431349,0.513550308524902,0.427787599517944
105,26163518000,26163518000,"+42.3624987,-083.0613713",0.412425777841508,0.140531115656899,0.217080437370841,0.170539444630747,0.782006549442571,0.691337917722283,0.499231973920914,0.386253006146301
106,26163518400,26163518400,"+42.3698286,-083.0441079",0.551212725420467,0.679000384172512,0.46775873219417,0.376880965036924,0.718681000633606,0.925723028328892,0.268993153488791,0.421451814088372
107,26163518500,26163518500,"+42.3732892,-083.0345719",0.440804941790443,0.461372239892698,0.603962161817897,0.356367926650868,0.557447831494305,0.425059498349401,0.302211689770043,0.379213244557887
108,26163518600,26163518600,"+42.3647264,-083.0294479",0.498447894970696,0.65919318347387,0.458020006119077,0.514982943966371,0.521916462131804,0.691337917722283,0.310229957148276,0.333454794233195
109,26163518800,26163518800,"+42.3597016,-083.0372366",0.477823692735269,0.667295672151831,0.476265733705896,0.472024794678898,0.57080286526543,0.372870946160848,0.287320621781896,0.498185215402086
110,26163518900,26163518900,"+42.3525953,-083.0435070",0.583483434299852,0.652336741178172,0.855512776237008,0.553090931452393,0.768419040138364,0.18013468013468,0.459140637029748,0.615749233928602
111,26163520200,26163520200,"+42.3572141,-083.0699378",0.423129303082065,0.262120698085733,0.347131967595254,0.172214821078293,0.828245991018334,0.455466719310368,0.514695775293221,0.382029149193253
112,26163520300,26163520300,"+42.3497881,-083.0627334",0.400668043821965,0.0630907467091191,0.179474265638308,0.213061666768374,0.583365172378822,0.943879621404051,0.488350039621883,0.333454794233195
113,26163520400,26163520400,"+42.3481561,-083.0675930",0.466298626111398,0.482873843512508,0.694037636040095,0.355918677042362,0.660082348301612,0.365637921012514,0.372085162637503,0.333454794233195
114,26163520700,26163520700,"+42.3347168,-083.0554556",0.398114312582423,0.175147240216855,0.178564653306664,0.318146834409467,0.627384325516386,0.643415698790292,0.510686641604104,0.333454794233195
115,26163520800,26163520800,"+42.3254678,-083.0537969",0.410765059436613,0.107579104610438,0.170839147635411,0.173914790550595,0.558005986356672,0.412386624113009,0.703125058681699,0.74950470410847
116,26163521100,26163521100,"+42.3208768,-083.0808652",0.522837582092591,0.442311649956209,0.518281904233561,0.320488909786771,0.753251917245239,0.462200726044374,0.426494834132656,0.736833133249324
117,26163521300,26163521300,"+42.3341230,-083.0929489",0.487898462556082,0.442411572659413,0.494129881400885,0.115936700734662,0.83134295688774,0.655984382368747,0.388914135059921,0.486569608781202
118,26163521400,26163521400,"+42.3305838,-083.0730165",0.414571146130724,0.196482931374619,0.299184675373459,0.0824470690764236,0.701255294530318,0.753347810351068,0.388694430778129,0.48058581143105
119,26163521500,26163521500,"+42.3368603,-083.0763920",0.498136286520352,0.309313969995203,0.392191520160545,0.371995439405966,0.723864590593616,0.70260695993595,0.392703564467245,0.594277961083938
120,26163521800,26163521800,"+42.3461214,-083.0712523",0.505571131177689,0.728124717893363,0.536668203650238,0.652315990534979,0.715031035425556,0.28550982134044,0.287893355166055,0.333454794233195
121,26163521900,26163521900,"+42.3503993,-083.0805337",0.460012502014735,0.212632693246088,0.214569409106521,0.513246904416942,0.74094714176867,0.419509974884568,0.514695775293221,0.604485615387139
122,26163522000,26163522000,"+42.3435757,-083.0875891",0.542371135399364,0.771797567172979,0.736350911655093,0.386069922187054,0.734646895391153,0.13567817150879,0.440240435352485,0.591814044527993
123,26163522100,26163522100,"+42.3435090,-083.1014140",0.415782004832529,0.282343116244677,0.535363166966776,0.143191022747026,0.671747592626049,0.471380471380471,0.377957088185919,0.428491575676786
124,26163522200,26163522200,"+42.3511187,-083.1065656",0.457414563978515,0.707450539390258,0.768477024934791,0.337788681698891,0.650939253891887,0.0218855218855219,0.381906131815058,0.333454794233195
125,26163522300,26163522300,"+42.3565382,-083.0965947",0.609427658516342,0.948183102479089,0.793493968558424,0.693972765034247,0.7112637530659,0.101010101010101,0.502285300093515,0.515784619373121
126,26163522400,26163522400,"+42.3609881,-083.0833636",0.540568734043767,0.62924699353877,0.642869262397122,0.48443153548599,0.840039755730097,0.387205387205387,0.310802690532436,0.489385513416568
127,26163522500,26163522500,"+42.3411363,-083.0606837",0.612836268434697,0.96108589515186,0.762886654460814,0.558346880587792,0.750428574430762,0.38274164007063,0.474031705017896,0.400332529323129
128,26163523100,26163523100,"+42.3259510,-083.1023821",0.615712382846394,0.496897883490315,0.609773677645158,0.447369485564085,0.884920685067692,0.889711446714704,0.478200452928827,0.503113048513975
129,26163523200,26163523200,"+42.3144563,-083.1042425",0.603102741778515,0.522766370217456,0.65933260630156,0.436651569141781,0.7968338068734,0.823627150988715,0.595550706621549,0.386956982305142
130,26163523300,26163523300,"+42.3172270,-083.0975239",0.57118967695094,0.578746699618614,0.644647947399347,0.511895874810791,0.787718434733635,0.60519966220292,0.53666432565808,0.333454794233195
131,26163523400,26163523400,"+42.3196503,-083.0910903",0.542090462431488,0.456931004862426,0.553017747286103,0.52036115714353,0.718472833079577,0.779028065673017,0.43336763474257,0.333454794233195
132,26163523800,26163523800,"+42.3078841,-083.1139929",0.649023735288018,0.688957499982656,0.645383153393598,0.479639468567411,1,0.525746059948014,0.732005843758333,0.471434121366112
133,26163524000,26163524000,"+42.3169861,-083.1199144",0.651795556505316,0.635597276322982,0.729576744658587,0.541907196246155,0.866669796104387,0.600445277969708,0.581775060371732,0.606597543863663
134,26163524100,26163524100,"+42.3113650,-083.1373320",0.702712861105914,0.736300831002082,0.568857794703913,0.808296151760791,0.737928811796212,0.802268066111714,0.634466531714407,0.630871840652277
135,26163524200,26163524200,"+42.3070018,-083.1291089",0.691507515498924,0.831401861466726,0.62425549723591,0.545610527331787,0.777894109008486,0.892650720012284,0.684294336136284,0.484445557300993
136,26163524300,26163524300,"+42.3001177,-083.1320379",0.713970518197856,0.56540276338648,0.608376206984087,0.666766660874695,0.758759313827293,0.754603581965145,0.803567471748283,0.840317628599012
137,26163524500,26163524500,"+42.2868892,-083.1512103",0.66319190296729,0.43521816617298,0.344629561553704,0.4056607677029,0.998764651107623,1,0.689570994528049,0.768499179705773
138,26163524700,26163524700,"+42.2739530,-083.1526152",0.664784769041228,0.632687203301405,0.592795157708959,0.575381862204901,0.829570709379165,0.607058642889262,0.784072002914368,0.631927804890539
139,26163524800,26163524800,"+42.2630997,-083.1615912",0.617302618067327,0.602454736372141,0.579397379653134,0.822985412214471,0.765636987991342,0.134680134680135,0.756580800474711,0.659382875085354
140,26163524900,26163524900,"+42.2904837,-083.1246926",0.749938593847394,0.562795152217225,0.617548407910868,0.735728411889363,0.963786969409065,0.747705063665976,0.766905023904577,0.855101127934682
141,26163525000,26163525000,"+42.3036532,-083.0973176",0.754472456882489,0.779200217540934,0.57489988625149,0.727816667036579,0.88007481320607,0.649266826791257,0.813891695178148,0.856157092172944
142,26163525400,26163525400,"+42.3391838,-083.1140246",0.653126817004045,0.73580094546045,0.708739133732503,0.863510675045182,0.714932822111288,0.607162833547198,0.499874186436922,0.441867122694773
143,26163525500,26163525500,"+42.3340140,-083.1093553",0.638510801490175,0.810775880543717,0.840166956631575,0.506293149487527,0.745569246491507,0.77136182673642,0.404227711282284,0.391180839258191
144,26163525600,26163525600,"+42.3282644,-083.1115806",0.484530206941418,0.409575987474191,0.474916041213915,0.422518435137005,0.785456051730472,0.515743756786102,0.450046382015045,0.333454794233195
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.596402468050106,0.464903482520716,0.456222261122321,0.602298335745253,0.70430661739847,0.761337588699152,0.694603537051156,0.491145453813671
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.635873163959017,0.613178462095179,0.723976631656349,0.598908379315275,0.859749506010737,0.840297656258568,0.481546718143818,0.333454794233195
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.733699849026064,0.805407006858974,0.566125441116721,0.884006920868445,0.847106330843602,0.850990907994165,0.562302125310309,0.619960210190235
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.690703718653693,0.819302424426089,0.62710813111044,0.879929949351549,0.758119552511931,0.907473212033473,0.497583252900284,0.345409508242084
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.627411090432583,0.658537265124517,0.635831700826635,0.709243171947858,0.733783706203178,0.766815823819081,0.542256456864726,0.345409508242084
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.661769403061574,0.505588207565579,0.755672921045466,0.807721507287281,0.619667430414685,0.919784160826506,0.592656994670763,0.431294599620736
