row#,Name,FIPS,Source,ToxPi Score,Transportation Sources,Exposures & Risks,Pollution Sources,Criteria Air Pollutants,Land Use
76,26163513300,26163513300,"+42.3582384,-082.9413094",0.148379754436321,0,0.086512114892845,0.355027279812938,0.0322108345534407,0.268148542922379
77,26163513600,26163513600,"+42.3657136,-082.9802179",0.432419421179032,0.265001564353981,0.100779842951169,0.592361652377241,0.633967789165447,0.569986257047321
78,26163513700,26163513700,"+42.3580493,-082.9609921",0.348677868954603,0.207273950849769,0.103164369607123,0.450116913484022,0.530014641288434,0.452819469543669
79,26163513900,26163513900,"+42.3722151,-082.9837943",0.486010629379541,0.1981829880932,0.171123379301825,0.607950116913484,0.720351390922401,0.732445271666793
80,26163514100,26163514100,"+42.3798303,-082.9893988",0.454848132735788,0.272274334559236,0.190259580641435,0.637957911145752,0.639824304538799,0.533924532793715
81,26163514200,26163514200,"+42.3817139,-083.0084252",0.532920024188488,0.430457086523533,0.217708734078729,0.680046765393609,0.734992679355783,0.601394855590785
82,26163514300,26163514300,"+42.3888619,-082.9934067",0.534345159527516,0.705339169652714,0.268736104813855,0.620031176929073,0.528550512445095,0.549068833796842
83,26163514500,26163514500,"+42.3753160,-082.9999028",0.50017751945692,0.21863765429548,0.196247994175138,0.699532346063913,0.674963396778917,0.711506205971151
84,26163515200,26163515200,"+42.3616627,-083.0056672",0.477933201640198,0.279547104764491,0.261027634995234,0.701480904130943,0.746705710102489,0.400904654207832
85,26163515300,26163515300,"+42.3532902,-083.0005510",0.52565000537407,0.129546219281106,0.25935086557214,0.576383476227592,0.792093704245974,0.870875761543539
86,26163515400,26163515400,"+42.3609676,-082.9963793",0.44296830737851,0.191819314163602,0.166811735191216,0.621590023382697,0.73792093704246,0.496699527112573
87,26163515600,26163515600,"+42.3639483,-082.9917654",0.425998517460294,0.210455787814568,0.133765795025205,0.613406079501169,0.650073206442167,0.522291718518358
88,26163515700,26163515700,"+42.3530390,-082.9871415",0.378507568082824,0.231819550292505,0.151626367232551,0.497272018706157,0.717423133235725,0.294396770947182
89,26163515900,26163515900,"+42.3829752,-083.0169292",0.521495500775573,0.630003719030219,0.147920087578829,0.726422447388932,0.601756954612006,0.501374295267879
90,26163516000,26163516000,"+42.3714831,-083.0093251",0.456701967596928,0.268637949456608,0.231618472905129,0.750974279033515,0.679355783308931,0.352923353280454
91,26163516100,26163516100,"+42.3756603,-083.0258411",0.580415153305283,0.704911186016446,0.261301233281598,0.737724084177709,0.588579795021962,0.609559468028698
92,26163516200,26163516200,"+42.3661558,-083.0189390",0.574434269040765,0.54897461023973,0.252839260440825,0.770070148090413,0.683748169838946,0.616539156593912
93,26163516300,26163516300,"+42.3595713,-083.0152242",0.604404780964015,0.364000082645116,0.243541106184902,0.726422447388932,0.761346998535871,0.926713270065252
94,26163516400,26163516400,"+42.3508558,-083.0096137",0.552336006129364,0.420411277516396,0.23440042067041,0.615744349181606,0.780380673499268,0.710743309779139
95,26163516500,26163516500,"+42.3375655,-083.0148583",0.487200943590294,0.509048164392942,0.193406058317885,0.577162899454404,0.849194729136164,0.307192866650074
96,26163516600,26163516600,"+42.3413645,-083.0201887",0.510165260519367,0.412155620753369,0.153723935477284,0.546375681995324,0.809663250366032,0.628907814004826
97,26163516700,26163516700,"+42.3483954,-083.0210206",0.477860851040671,0.0304547252345055,0.177569202036829,0.629384255650819,0.879941434846267,0.671954637434937
98,26163516800,26163516800,"+42.3560005,-083.0254934",0.588991607726087,0.610458149103596,0.281172288747885,0.814886983632112,0.759882869692533,0.478557747454307
99,26163516900,26163516900,"+42.3446547,-083.0302450",0.442850442846954,0.0713640576390652,0.195453151956487,0.708106001558847,0.847730600292826,0.391598402787547
100,26163517000,26163517000,"+42.3408105,-083.0361037",0.527429144566275,0.37988270296755,0.165646568757056,0.712392829306313,0.849194729136164,0.530028892664293
101,26163517100,26163517100,"+42.3358287,-083.0330442",0.454156278816348,0.359093028884468,0.110007613451452,0.621979734996103,0.591508052708638,0.588192964041077
102,26163517200,26163517200,"+42.3338393,-083.0390113",0.613944518065359,0.694095006464029,0.26209607550025,0.651208106001559,0.879941434846267,0.58238196751469
103,26163517300,26163517300,"+42.3456895,-083.0505419",0.612799012990224,0.65591296288644,0.208725517305667,0.811769290724864,0.75402635431918,0.633560939714969
104,26163517500,26163517500,"+42.3541327,-083.0560746",0.666595540307958,0.573185201801664,0.425751088915992,0.867887763055339,0.658857979502196,0.807295668264601
105,26163518000,26163518000,"+42.3624987,-083.0613713",0.713375115504864,0.699095035980142,0.655126940246659,0.816056118472331,0.609077598828697,0.787519883996494
106,26163518400,26163518400,"+42.3698286,-083.0441079",0.667622760438672,0.678520829520835,0.500132707609619,0.839438815276695,0.638360175695461,0.681661274090747
107,26163518500,26163518500,"+42.3732892,-083.0345719",0.551132696923193,0.590458031039144,0.388937280624875,0.744738893219018,0.592972181551977,0.438557098180953
108,26163518600,26163518600,"+42.3647264,-083.0294479",0.525461481155837,0.486366507476432,0.247391494455197,0.708106001558847,0.645680819912152,0.539762582376557
109,26163518800,26163518800,"+42.3597016,-083.0372366",0.560781634176952,0.470390911398533,0.275210972107999,0.878799688230709,0.71303074670571,0.466475852441809
110,26163518900,26163518900,"+42.3525953,-083.0435070",0.70355821597784,0.795392829945868,0.433302089993181,0.867887763055339,0.717423133235725,0.703785263659088
111,26163520200,26163520200,"+42.3572141,-083.0699378",0.746782853595202,0.610003600965767,0.691416600770154,0.78526890101325,0.658857979502196,0.988367185724643
112,26163520300,26163520300,"+42.3497881,-083.0627334",0.56985783085132,0.203183017609313,0.264364472611271,0.84099766173032,0.721815519765739,0.818928482539957
113,26163520400,26163520400,"+42.3481561,-083.0675930",0.625285561656839,0.411366064734739,0.443717522462114,0.823460639127046,0.790629575402635,0.657254006557661
114,26163520700,26163520700,"+42.3347168,-083.0554556",0.601661422955015,0.58000342386909,0.239045651159357,0.70576773187841,0.838945827232796,0.644544480635422
115,26163520800,26163520800,"+42.3254678,-083.0537969",0.551535960691534,0.583639808971718,0.279980025419908,0.613406079501169,0.915080527086383,0.365573362478493
116,26163521100,26163521100,"+42.3208768,-083.0808652",0.692600054461826,0.82906038406366,0.447294312446046,0.697583787996882,0.898975109809663,0.59008667799288
117,26163521300,26163521300,"+42.3341230,-083.0929489",0.74902039412584,0.749969008081512,0.531680588818904,0.790335151987529,0.941434846266471,0.731682375474781
118,26163521400,26163521400,"+42.3305838,-083.0730165",0.655032785177314,0.815392948010319,0.308991766400687,0.701870615744349,0.81112737920937,0.637781216521843
119,26163521500,26163521500,"+42.3368603,-083.0763920",0.671367875211911,0.702731421082769,0.442442775507673,0.75448168355417,0.894582723279649,0.562600772635292
120,26163521800,26163521800,"+42.3461214,-083.0712523",0.664985680976767,0.453639041552784,0.352708088426519,0.800857365549493,0.803806734992679,0.913917174362359
121,26163521900,26163521900,"+42.3503993,-083.0805337",0.68370992295563,0.852716072704089,0.488941045298785,0.797349961028839,0.732064421669107,0.547478114077329
122,26163522000,26163522000,"+42.3435757,-083.0875891",0.679158030162119,0.753150845046311,0.472331842333568,0.771628994544037,0.887262079062957,0.511416389823722
123,26163522100,26163522100,"+42.3435090,-083.1014140",0.63371363548018,0.79271867012202,0.378457976906229,0.688620420888543,0.86090775988287,0.447863349601238
124,26163522200,26163522200,"+42.3511187,-083.1065656",0.618679727049714,0.66454937750518,0.423979468191628,0.621590023382697,0.787701317715959,0.595578448453106
125,26163522300,26163522300,"+42.3565382,-083.0965947",0.662263840528553,0.893110348939486,0.495299783047997,0.678098207326578,0.651537335285505,0.593273528043198
126,26163522400,26163522400,"+42.3609881,-083.0833636",0.755303782680042,0.906358656190415,0.631497158509378,0.75253312548714,0.68814055636896,0.797989416844315
127,26163522500,26163522500,"+42.3411363,-083.0606837",0.690560205059001,0.719095154044593,0.449596355475537,0.775915822291504,0.806734992679356,0.701458700804017
128,26163523100,26163523100,"+42.3259510,-083.1023821",0.787730003271495,0.377713268673369,1,0.852299298519096,0.904831625183016,0.803805823981994
129,26163523200,26163523200,"+42.3144563,-083.1042425",0.724087726123995,0.40818422776994,0.759982241858942,0.883086515978176,0.922401171303075,0.64678447370984
130,26163523300,26163523300,"+42.3172270,-083.0975239",0.717501920701966,0.325456466685163,0.616595705018812,0.812548713951676,0.93411420204978,0.898794515804396
131,26163523400,26163523400,"+42.3196503,-083.0910903",0.667472360544406,0.420911575629136,0.624859064688189,0.769680436477007,0.90190336749634,0.620007358431356
132,26163523800,26163523800,"+42.3078841,-083.1139929",0.870874165092195,0.809525144776534,0.741916355652222,0.967653936087295,0.939970717423133,0.895304671521789
133,26163524000,26163524000,"+42.3169861,-083.1199144",0.774543838006006,0.204056694549555,0.745493145636154,0.975837879968823,0.953147877013177,0.994183592862321
134,26163524100,26163524100,"+42.3113650,-083.1373320",0.681529196421014,0.14813694295716,0.634082233829145,0.984801247077163,0.953147877013177,0.687477681228425
135,26163524200,26163524200,"+42.3070018,-083.1291089",0.710403900277083,0.104091523562713,0.701163917678732,0.991816056118472,1,0.754948004025495
136,26163524300,26163524300,"+42.3001177,-083.1320379",0.696579117709626,0.455435097019463,0.711496866521201,0.986360093530787,0.992679355783309,0.33692417569337
137,26163524500,26163524500,"+42.2868892,-083.1512103",0.869981632422242,1,0.671970240410891,0.998441153546376,0.978038067349927,0.701458700804017
138,26163524700,26163524700,"+42.2739530,-083.1526152",0.747739955206595,0.815339819007196,0.575578847131797,1,0.90922401171303,0.438557098180953
139,26163524800,26163524800,"+42.2630997,-083.1615912",0.701548198851464,0.546821409807614,0.403461860875281,0.947778643803585,0.866764275256223,0.742914804514614
140,26163524900,26163524900,"+42.2904837,-083.1246926",0.844710452897334,0.901367481508155,0.827768271910095,0.96921278254092,0.910688140556369,0.614515587971129
141,26163525000,26163525000,"+42.3036532,-083.0973176",0.784228887936719,0.884096128076317,0.781270002118983,0.913873733437256,0.857979502196193,0.483925073854844
142,26163525400,26163525400,"+42.3391838,-083.1140246",0.664914722406156,0.839002886675836,0.544580000604389,0.706547155105222,0.87701317715959,0.357430392485743
143,26163525500,26163525500,"+42.3340140,-083.1093553",0.687049367783346,0.363572099008849,0.632807486874704,0.741621200311769,0.913616398243045,0.783629654478363
144,26163525600,26163525600,"+42.3282644,-083.1115806",0.715867361627418,0.448636060425386,0.811248274633685,0.780592361652377,0.910688140556369,0.628171970869269
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.657237348894661,0.311288732519082,0.578443278523541,0.801636788776306,0.928257686676428,0.666560257977946
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.769543967093227,0.726367924249848,0.547047010886807,0.754091971940764,0.906295754026354,0.913917174362359
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.760409343702029,0.788140721019605,0.55011025021648,0.911925175370226,0.919472913616398,0.632397658287433
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.696116893735123,0.520457617813564,0.381603699862366,0.732657833203429,0.872620790629575,0.973244527166679
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.678534380798469,0.432729827212676,0.457908552852908,0.73655494933749,0.855051244509517,0.910427330079752
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.596086009376418,0.399093265013371,0.456716289524931,0.702650038971162,0.828696925329429,0.593273528043198
151,26163526400,26163526400,"+42.3405358,-083.1309829",0.685125050568656,0.60636721586314,0.403859281984607,0.691738113795791,0.821376281112738,0.902284360087003
152,26163526500,26163526500,"+42.3481772,-083.1404328",0.507086292644193,0.177273773753092,0.27175800494703,0.633281371784879,0.833089311859444,0.620029000876519
153,26163527200,26163527200,"+42.3515946,-083.1186144",0.551595706499638,0.340911103371331,0.259197998190037,0.554949337490257,0.771595900439239,0.831324193007326
154,26163527300,26163527300,"+42.3457181,-083.1184380",0.601334750274681,0.595912608693086,0.360259089503708,0.640685892439595,0.837481698389458,0.572334462347556
155,26163530100,26163530100,"+42.4096746,-083.1216653",0.606396562247812,0.507637294198903,0.621743567063296,0.374512860483242,0.673499267935578,0.85458982155804
156,26163530200,26163530200,"+42.4111231,-083.1341948",0.523531824924681,0.400456909426856,0.574532938679997,0.33203429462198,0.626647144948756,0.683987836945818
157,26163530300,26163530300,"+42.4008029,-083.1306653",0.592909366334561,0.700339140136601,0.552674777667081,0.352299298519096,0.670571010248902,0.688662605101124
158,26163530400,26163530400,"+42.3909517,-083.1361282",0.587398192777586,0.453639041552784,0.603462196034312,0.323460639127046,0.607613469985359,0.94881561718843
159,26163530500,26163530500,"+42.3844331,-083.1340130",0.514784161982208,0.373638569294978,0.636050726999023,0.32307092751364,0.628111273792094,0.613049312311305
160,26163530800,26163530800,"+42.3716662,-083.1339332",0.576946048301141,0.533639513810589,0.612602881548804,0.411145752143414,0.645680819912152,0.681661274090747
161,26163530900,26163530900,"+42.3753050,-083.1262756",0.453584986993111,0.0359093028884468,0.653537255809356,0.413873733437257,0.617862371888726,0.546742270941771
162,26163531100,26163531100,"+42.3748819,-083.1152689",0.509733067831705,0.0831823092226046,0.607833828236895,0.488308651597818,0.663250366032211,0.706090184068996
163,26163531200,26163531200,"+42.3788297,-083.1020097",0.615392166150308,0.400002361289028,0.629294568140485,0.640296180826189,0.780380673499268,0.62698704699657
164,26163531300,26163531300,"+42.3833022,-083.1097921",0.539520057927853,0.145455404105101,0.57286077061623,0.54676539360873,0.715959004392387,0.716559716916817
165,26163531400,26163531400,"+42.3803842,-083.1189728",0.557789425243293,0.119091612111051,0.614987408204759,0.45128604832424,0.65592972181552,0.947652335760894
166,26163531500,26163531500,"+42.3870970,-083.1235622",0.571905011203169,0.213183076641539,0.670626363510363,0.417381137957911,0.588579795021962,0.969754682884072
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.581034927442289,0.363183962124924,0.626910041484531,0.325798908807482,0.648609077598829,0.94067264719568
168,26163531700,26163531700,"+42.3980117,-083.1171527",0.620716961634069,0.625003689514106,0.636050726999023,0.388932190179267,0.693997071742313,0.759601129735638
169,26163531800,26163531800,"+42.3903871,-083.1146956",0.538983045170373,0.338638362682188,0.581604035021396,0.43842556508184,0.587115666178624,0.749131596887816
170,26163531900,26163531900,"+42.3902385,-083.1062989",0.640029606266574,0.736367983282074,0.621164209666909,0.559236165237724,0.635431918008785,0.647947755137376
171,26163532200,26163532200,"+42.3884007,-083.0939521",0.630815807667109,0.487730151889917,0.681969639393748,0.689789555728761,0.661786237188873,0.632803454134248
172,26163532300,26163532300,"+42.3840376,-083.0891148",0.568056272855147,0.552275987461555,0.536298028558262,0.749025720966485,0.647144948755491,0.355536678533941
173,26163532400,26163532400,"+42.3784502,-083.0840723",0.684437152606335,0.567730624147722,0.629112631853424,0.770459859703819,0.600292825768668,0.85458982155804
174,26163532600,26163532600,"+42.3689514,-083.0885598",0.660549750423116,0.57409429807732,0.657908888011939,0.742400623538582,0.622254758418741,0.706090184068996
175,26163532700,26163532700,"+42.3752477,-083.0927712",0.685776169628506,0.619549111860165,0.536695449667587,0.719797349961029,0.635431918008785,0.917407018644966
176,26163533000,26163533000,"+42.3655279,-083.0976664",0.547040222984608,0.127728026729792,0.718316896629452,0.688230709275137,0.658857979502196,0.542067502786465
177,26163533100,26163533100,"+42.3718956,-083.1019312",0.534515985742797,0.076364087155178,0.599090563831729,0.662120031176929,0.699853587115666,0.635151659434483
178,26163533200,26163533200,"+42.3687113,-083.1111289",0.540006100576677,0.0822732129469477,0.612602881548804,0.57560405300078,0.707174231332357,0.722376124054496
179,26163533300,26163533300,"+42.3621943,-083.1067231",0.510205467947096,0.100455138460085,0.455160251006097,0.596648480124708,0.755490483162518,0.643272986982069
180,26163533400,26163533400,"+42.3633711,-083.1191094",0.617984218930522,0.613185437930566,0.638435253654977,0.501169134840218,0.670571010248902,0.666560257977946
181,26163533500,26163533500,"+42.3624806,-083.1312395",0.613090631925487,0.624549141376277,0.344246115585746,0.456352299298519,0.710102489019034,0.930203114347859
182,26163533600,26163533600,"+42.3563635,-083.1217128",0.590618810625014,0.55091234304807,0.296555582466657,0.511691348402182,0.733528550512445,0.860406228695718
183,26163533700,26163533700,"+42.3569040,-083.1335477",0.509160724997627,0.301753552264181,0.208725517305667,0.515198752922837,0.768667642752562,0.751458159742888
