row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Access to Care
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.440471855429403,0.141215106732348,0.758389261744966,0.0823594880356149,0.540088539104771,0.680306881529312
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.540873297477695,0.559934318555008,0.847315436241611,0.119087367835281,0.533202164289228,0.644827200467345
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.671037018643053,0.509031198686371,0.937919463087248,0.432387312186978,0.785046728971963,0.690800390282706
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.680446023220936,0.522167487684729,0.964765100671141,0.459098497495826,0.786522380718151,0.66967664953483
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.571587105341974,0.412151067323481,0.934563758389262,0.224819143016138,0.631087063453025,0.655314494527963
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.468020704706371,0.262725779967159,0.802013422818792,0.0662214802448525,0.571077225774717,0.638065614726336
151,26163526400,26163526400,"+42.3405358,-083.1309829",0.578281623362882,0.417077175697865,0.86241610738255,0.23873121869783,0.761928184948352,0.611255430087814
152,26163526500,26163526500,"+42.3481772,-083.1404328",0.738242311795204,0.883415435139573,0.563758389261745,0.819699499165276,0.850467289719626,0.5738709456898
153,26163527200,26163527200,"+42.3515946,-083.1186144",0.662411529123933,0.919540229885057,0.508389261744966,0.776850306065665,0.722085587801279,0.385192260122697
154,26163527300,26163527300,"+42.3457181,-083.1184380",0.58129643747462,0.781609195402299,0.521812080536913,0.585976627712855,0.639449090014757,0.377635193706275
155,26163530100,26163530100,"+42.4096746,-083.1216653",0.437260417005027,0.679802955665025,0.25503355704698,0.576516416249305,0.324151500245942,0.350797655817885
156,26163530200,26163530200,"+42.4111231,-083.1341948",0.289441009573756,0.129720853858785,0.531879194630873,0.254312743461324,0.252336448598131,0.278955807319665
157,26163530300,26163530300,"+42.4008029,-083.1306653",0.633772641710287,0.87192118226601,0.417785234899329,0.799109627156372,0.674864731923266,0.405182432306459
158,26163530400,26163530400,"+42.3909517,-083.1361282",0.532445456540063,0.463054187192118,0.466442953020134,0.683917640511965,0.636989670437777,0.411822831538323
159,26163530500,26163530500,"+42.3844331,-083.1340130",0.444881592233349,0.48111658456486,0.191275167785235,0.774067890929327,0.49631087063453,0.281637447252795
160,26163530800,26163530800,"+42.3716662,-083.1339332",0.683812864759476,0.804597701149425,0.432885906040269,0.908180300500835,0.834727004426955,0.438673411679894
161,26163530900,26163530900,"+42.3753050,-083.1262756",0.629065852393068,0.87192118226601,0.343959731543624,0.85920979410128,0.723561239547467,0.346677314506957
162,26163531100,26163531100,"+42.3748819,-083.1152689",0.66419534761134,0.844006568144499,0.496644295302014,0.899276572064552,0.826364977865224,0.254684324680409
163,26163531200,26163531200,"+42.3788297,-083.1020097",0.222891870938127,0.261083743842365,0.379194630872483,0.277128547579299,0.0649286768322676,0.13212375556422
164,26163531300,26163531300,"+42.3833022,-083.1097921",0.305221057971065,0.247947454844007,0.384228187919463,0.418475236505287,0.324151500245942,0.151302910340627
165,26163531400,26163531400,"+42.3803842,-083.1189728",0.478803247133503,0.458128078817734,0.283557046979866,0.765164162493044,0.611411706837187,0.275755240539684
166,26163531500,26163531500,"+42.3870970,-083.1235622",0.523739601672616,0.609195402298851,0.39261744966443,0.776850306065665,0.705853418593212,0.134181431740922
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.409207431934006,0.571428571428571,0.352348993288591,0.499721758486366,0.359075258239056,0.263462578227445
168,26163531700,26163531700,"+42.3980117,-083.1171527",0.749362256956317,0.87192118226601,0.461409395973154,0.96661101836394,0.897196261682243,0.549673426496237
169,26163531800,26163531800,"+42.3903871,-083.1146956",0.664980017073049,0.824302134646962,0.379194630872483,0.927657206455203,0.832759468765372,0.360986644625223
170,26163531900,26163531900,"+42.3902385,-083.1062989",0.685266547893832,0.929392446633826,0.511744966442953,0.82582081246522,0.731431382193802,0.427943131733359
171,26163532200,26163532200,"+42.3884007,-083.0939521",0.462493220507831,0.770114942528736,0.258389261744967,0.715637173066221,0.55484505656665,0.0134796686325812
172,26163532300,26163532300,"+42.3840376,-083.0891148",0.168886249530886,0.234811165845649,0.407718120805369,0.19087367835281,0.000491883915395961,0.0105363987352046
173,26163532400,26163532400,"+42.3784502,-083.0840723",0.598107640684931,0.881773399014778,0.466442953020134,0.764607679465776,0.725528775209051,0.152185396714913
174,26163532600,26163532600,"+42.3689514,-083.0885598",0.322308207257463,0.293924466338259,0.365771812080537,0.467445742904842,0.318740777176586,0.165658237787091
175,26163532700,26163532700,"+42.3752477,-083.0927712",0.39025072459862,0.412151067323481,0.407718120805369,0.47968836950473,0.420068863748155,0.231627201611364
176,26163533000,26163533000,"+42.3655279,-083.0976664",0.557594808756624,0.668308702791461,0.164429530201342,0.915414579855314,0.714215445154944,0.325605785780056
177,26163533100,26163533100,"+42.3718956,-083.1019312",0.42201740435773,0.607553366174056,0.223154362416107,0.637729549248748,0.434825381210034,0.206824362739704
178,26163533200,26163533200,"+42.3687113,-083.1111289",0.436430518183577,0.688013136288998,0.209731543624161,0.671118530884808,0.481062469257255,0.132226910862662
179,26163533300,26163533300,"+42.3621943,-083.1067231",0.624368266686961,0.625615763546798,0.478187919463087,0.851419031719533,0.85243482538121,0.314183793324177
180,26163533400,26163533400,"+42.3633711,-083.1191094",0.703787633092622,0.960591133004926,0.461409395973154,0.919866444073456,0.814067879980325,0.36300331243125
181,26163533500,26163533500,"+42.3624806,-083.1312395",0.594445780055608,0.628899835796388,0.432885906040268,0.860322760155815,0.805705853418593,0.244414544866975
182,26163533600,26163533600,"+42.3563635,-083.1217128",0.675712652295053,0.807881773399015,0.453020134228188,0.870339454646633,0.823905558288244,0.423416340913187
183,26163533700,26163533700,"+42.3569040,-083.1335477",0.374350101276754,0.379310344827586,0.380872483221477,0.519198664440735,0.438760452533202,0.153608561360769
