"row#","Name","FIPS","Source","Life Expectancy","Self-Reported Physical Health","Self-Reported Mental Health","Alcohol Abuse","Current Diabetes","Current Adult Asthma","Stroke","COPD","CHD","Cancer","High Blood Pressure","Cholesterol Screening","Routine Doctor Visit","Colonoscopy","Mammogram","Older Men Preventive Screening","Older Women Preventive Screening","Dental Exams","Proximity to Nursing Homes","Medically Underserved Areas","Current Lack of Health Insurance","Proximity to hospitals","Below Poverty","Unemployed","Low Income","No High School Diploma","Religious Organizations","Civic and Social Organizations","Aged 65 or Older","Aged 17 or Younger","Civilian with a Disability","Single-Parent Households","Minority","Speaks English Less than Well","Redlining","Multi-Unit Structures","Mobile Homes","Crowding","No Vehicle","Group Quarters","Housing Foreclosure Risk","Percent of Housing Units Built Between 1940-1969 as of 2015-2019","Blight Violations","Flooding risk to roads","Lane miles per capita","Road Quality and Maintenance","Public Transit Performance","Bridge Quality and Maintenance","Walkability","Bikability","Residential Energy Cost Burden","EV Charging Stations","Modified Retail Food Environment Index","Indoor Plumbing","Percent of Household with no internet access","Percent of household with smartphone but no other device.","Housing Affordability (renters)","Housing Affordability (owners)","Public Library Locations","HUD Public Housing","Improve Detroit Issues","Total vehicle miles traveled per capita","Passenger vehicle miles traveled per capita","Truck vehicle miles traveled per capita","Heavy Duty Vehicle vehicle miles traveled per capita","Proximity to Ports","Rail Crossings","Traffic Proximity and Volume","National Transportation Noise Map","Risk-Screening Environmental Indicators (RSEI)","Air Tox Respiratory","Air Tox Neurological","Air Tox Liver","Air Tox Developmental","Air Tox Reproductive","Air Tox Kidney","Air Tox Immunological","Air Tox Thyroid","Air Tox Total Cancer Risk","Lead Paint: % housing units built before 1960","Superfund Sites","Brownfields","Stream Toxicity Risk-Screening Environmental Indicators (RSEI)","NPL sites","Hazardous Waste Management Facilities (TSDFs)","Facilities with Enforcement or Violation","TSCA Facilities","Risk Management Plan Facilities","Chemical Manufacturers","Metal Recyclers","Annual average PM2.5 concentrations","NO2 concentration","Ozone concentration","Parks and Greenspace","Impermeable Surfaces","Forest Land Cover","Increased PM2.5 mortality - CVD (ages 65+)","Increase in childhood asthma incidence","Expected Annual Loss - Agriculture Value","Expected Annual Loss - Building Value","Expected Annual Loss - Population Equivalence","Methane Emissions","Days with maximum temperature above 35C","Days with maximum temperature above 40C","Frost Days","Maximum of maximum temperatures","Mean temperature","Urban Heat Island Extreme Heat Days","Consecutive Dry Days","Wildfire - Annualized Frequency","Surface PM2.5","Snowfall","Standardized Precip Index","Total Precipitation","Riverine Flooding - Annualized Frequency","Tornado - Annualized Frequency"
83,"26163514500",26163514500,"+42.3753160,-082.9999028",0.957928802588997,0.553398058252427,0.514563106796117,0.440129449838188,0.595469255663431,0.650485436893204,0.673139158576052,0.550161812297735,0.605177993527508,0.527508090614887,0.533980582524272,0.414239482200647,0.420711974110032,0.540453074433657,0.449838187702265,0.54368932038835,0.763754045307443,0.537216828478964,0.0194805194805195,0.349480968858132,0.592233009708738,0.802588996763754,0.588996763754045,0.637540453074434,0.647249190938511,0.757281553398058,0.275080906148867,1,0.618122977346278,0.478964401294498,0.614886731391586,0.54368932038835,1,0,0.431297709923664,0.414239482200647,0,0,0.776699029126214,0,0.501618122977346,0.0679611650485437,0.747572815533981,0.766990291262136,1,0.236245954692557,0.0388349514563107,1,0.673139158576052,0.27831715210356,0.644951140065147,0.501754385964912,1,0.831715210355987,0.433656957928803,0.932038834951456,0.197411003236246,0.226537216828479,1,0,0.439189189189189,0.226537216828479,0.223300970873786,0.349514563106796,0.407766990291262,0,0,0.190938511326861,0.381877022653722,0.116504854368932,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.394822006472492,0,0.789644012944984,0.644012944983819,0.766990291262136,0.673139158576052,0.754045307443366,0.822006472491909,0.702265372168285,0.414239482200647,0.669902912621359,0.223300970873786,0.611650485436893,0.786407766990291,1,0.187702265372168,1,0,0.614617940199336,0,0.0323624595469256,0.16504854368932,0.147540983606557,0.868852459016394,0.868852459016394,0.868852459016394,0.958801498127341,0.868852459016394,0.0378006872852234,0.868852459016394,0,0.868852459016394,0.958801498127341,0.958801498127341,0.868852459016394,0,0.00647249190938511
84,"26163515200",26163515200,"+42.3616627,-083.0056672",0.375404530744337,0.737864077669903,0.207119741100324,0.058252427184466,0.935275080906149,0.288025889967638,0.912621359223301,0.796116504854369,0.957928802588997,0.964401294498382,0.961165048543689,0.967637540453075,0.0453074433656958,0.330097087378641,0.585760517799353,0.343042071197411,0.728155339805825,0.411003236245955,0,0.349480968858132,0.281553398058252,0.650485436893204,0.446601941747573,0.220064724919094,0.326860841423948,0.368932038834951,0.553398058252427,0.562962962962963,0.977346278317152,0.11326860841424,0.899676375404531,0.262135922330097,0.334470989761092,0,0.431297709923664,0.258899676375405,0,0,0.637540453074434,0.983766233766234,0.485436893203884,0.0938511326860841,0.427184466019417,0.766990291262136,1,0.0485436893203884,0.0388349514563107,1,0.365695792880259,0.26537216828479,0.234527687296417,0.210526315789474,1,0.877022653721683,0.058252427184466,0.983818770226537,0.365695792880259,0.385113268608414,0.84765625,0,0.239864864864865,0.216828478964401,0.207119741100324,0.317152103559871,0.401294498381877,0,0,0.145631067961165,0.925566343042071,0.106796116504854,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.932038834951456,0,0.825242718446602,0.72168284789644,0.6957928802589,0.796116504854369,0.763754045307443,0.83495145631068,0.644012944983819,0.323624595469256,0.647249190938511,0.333333333333333,0.689320388349515,0.757281553398058,0.0744186046511628,0.249190938511327,1,0.703583061889251,0.767441860465116,0,0.449838187702265,0.375404530744337,0.567213114754098,0.934426229508197,0.934426229508197,0.934426229508197,0.943820224719101,0.934426229508197,0.0446735395189003,0.934426229508197,0.72168284789644,0.934426229508197,0.943820224719101,0.943820224719101,0.934426229508197,0,0.307443365695793
85,"26163515300",26163515300,"+42.3532902,-083.0005510",0.954692556634304,0.919093851132686,0.346278317152104,0.00647249190938511,0.977346278317152,0.731391585760518,0.974110032362459,0.948220064724919,0.974110032362459,0.977346278317152,0.983818770226537,0.993527508090615,0.0323624595469256,0.559870550161812,0.469255663430421,0.611650485436893,0.73462783171521,0.56957928802589,0.0227272727272727,0.349480968858132,0.420711974110032,0.6957928802589,0.802588996763754,0.262135922330097,0.158576051779935,0.864077669902913,0.252427184466019,0.837037037037037,0.779935275080906,0.0517799352750809,1,0.100323624595469,0.286689419795222,0.679611650485437,0.431297709923664,0.954692556634304,0,0.388349514563107,0.977346278317152,0.915584415584416,0.110032362459547,0.229773462783172,0.731391585760518,0.760517799352751,1,0.588996763754045,0.0388349514563107,1,0.142394822006473,0.0711974110032362,0.0651465798045603,0.203508771929825,0.350649350649351,0.375404530744337,0.844660194174757,0.482200647249191,0.906148867313916,0.12621359223301,0.984375,0,0.0405405405405405,0.087378640776699,0.087378640776699,0.16504854368932,0.168284789644013,0,0,0.245954692556634,0.391585760517799,0.41747572815534,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0162337662337662,0.0377358490566038,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.770226537216828,0,0.776699029126214,0.812297734627832,0.669902912621359,0.572815533980583,0.595469255663431,0.614886731391586,0.585760517799353,0.200647249190939,0.385113268608414,0.462783171521036,0.686084142394822,0.731391585760518,1,0.631067961165049,1,0.390879478827362,0.0598006644518272,0,0.838187702265372,0.699029126213592,0.157377049180328,0.901639344262295,0.901639344262295,0.901639344262295,0.951310861423221,0.901639344262295,0.0309278350515464,0.901639344262295,0,0.901639344262295,0.951310861423221,0.951310861423221,0.901639344262295,0,0.213592233009709
86,"26163515400",26163515400,"+42.3609676,-082.9963793",0.0744336569579288,0.0420711974110032,0.029126213592233,0.851132686084142,0.0679611650485437,0.0323624595469256,0.0679611650485437,0.0485436893203884,0.103559870550162,0.906148867313916,0.187702265372168,0.614886731391586,0.608414239482201,0.0355987055016181,0.310679611650485,0.0226537216828479,0.0258899676375405,0.029126213592233,0.00649350649350649,0.349480968858132,0.029126213592233,0.760517799352751,0.0355987055016181,0.0355987055016181,0.0323624595469256,0.122977346278317,0.440129449838188,0.466666666666667,0.880258899676375,0.229773462783172,0.155339805825243,0.0647249190938511,0.0511945392491468,0.640776699029126,0.431297709923664,0.809061488673139,0.754045307443366,0.634304207119741,0.401294498381877,0.672077922077922,0.0485436893203884,0.129449838187702,0.103559870550162,0.766990291262136,1,0.398058252427184,0.0388349514563107,1,0.103559870550162,0.110032362459547,0.0358306188925081,0.319298245614035,0.432900432900433,0.925566343042071,0.0647249190938511,0.0647249190938511,0.0711974110032362,0.3042071197411,1,0,0.658783783783784,0.155339805825243,0.145631067961165,0.300970873786408,0.368932038834951,0,0,0.223300970873786,0.394822006472492,0.268608414239482,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0162337662337662,0.132075471698113,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.0711974110032362,0,0.786407766990291,0.770226537216828,0.72168284789644,0.579288025889968,0.673139158576052,0.650485436893204,0.656957928802589,0.284789644012945,0.466019417475728,0.333333333333333,0.663430420711974,0.763754045307443,0.493023255813954,0.0970873786407767,1,0.817589576547231,0.73421926910299,0,0.355987055016181,0.148867313915858,0.059016393442623,0.770491803278689,0.770491803278689,0.770491803278689,0.9812734082397,0.770491803278689,0,0.770491803278689,0.893203883495146,0.770491803278689,0.9812734082397,0.9812734082397,0.770491803278689,0,0.29126213592233
87,"26163515600",26163515600,"+42.3639483,-082.9917654",0.851132686084142,0.530744336569579,0.346278317152104,0.478964401294498,0.637540453074434,0.472491909385113,0.614886731391586,0.517799352750809,0.553398058252427,0.527508090614887,0.773462783171521,0.731391585760518,0.436893203883495,0.530744336569579,0.469255663430421,0.446601941747573,0.689320388349515,0.446601941747573,0.0162337662337662,0.349480968858132,0.436893203883495,0,0.258899676375405,0.271844660194175,0.294498381877023,0.692556634304207,0.0420711974110032,1,0.462783171521036,0.41747572815534,0.521035598705502,0.317152103559871,0.542662116040956,0,0.431297709923664,0.906148867313916,0.754045307443366,0.786407766990291,0.899676375404531,0,0.634304207119741,0.320388349514563,0.29126213592233,0.766990291262136,1,0.601941747572815,0.0388349514563107,1,0.427184466019417,0.207119741100324,0.149837133550489,0.410526315789474,0.125541125541126,0.919093851132686,0.566343042071198,0.608414239482201,0.288025889967638,0.462783171521036,1,0,0.756756756756757,0.317152103559871,0.313915857605178,0.339805825242718,0.391585760517799,0,0,0.359223300970874,0,0.0453074433656958,0.00324675324675325,0.0453074433656958,0.00595238095238095,0.0162337662337662,0.0377358490566038,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.653721682847896,0,0.757281553398058,0.763754045307443,0.741100323624595,0.459546925566343,0.631067961165049,0.621359223300971,0.799352750809062,0.294498381877023,0.453074433656958,0.187702265372168,0.621359223300971,0.757281553398058,0.493023255813954,0.168284789644013,1,0.234527687296417,0.282392026578073,0,0.0744336569579288,0.158576051779935,0,0,0,0,1,0,0,0,0.899676375404531,0,1,1,0,0,0.258899676375405
88,"26163515700",26163515700,"+42.3530390,-082.9871415",0.440129449838188,0.103559870550162,0.0258899676375405,0.0129449838187702,0.595469255663431,0.0906148867313916,0.55663430420712,0.187702265372168,0.682847896440129,0.996763754045307,0.948220064724919,0.983818770226537,0.00323624595469256,0.029126213592233,0.0647249190938511,0.0550161812297735,0.0711974110032362,0.0420711974110032,0.0584415584415584,0.349480968858132,0.0355987055016181,0.867313915857605,0.0647249190938511,0.00323624595469256,0.0194174757281553,0.148867313915858,0.58252427184466,1,0.993527508090615,0,0.970873786407767,0,0.112627986348123,0.640776699029126,0.431297709923664,0.996763754045307,0,0.284789644012945,0.699029126213592,0,0.669902912621359,0.585760517799353,0.245954692556634,0.679611650485437,1,0.724919093851133,0.0388349514563107,1,0.242718446601942,0.177993527508091,0.0130293159609121,0.291228070175439,0.125541125541126,0.944983818770227,0.320388349514563,0.0938511326860841,0.954692556634304,0.462783171521036,1,0.993527508090615,0.935810810810811,0.0938511326860841,0.0938511326860841,0.207119741100324,0.194174757281553,0,0,0.433656957928803,0.851132686084142,0.73462783171521,0.00324675324675325,0.0453074433656958,0.00595238095238095,0.0162337662337662,0.0377358490566038,0.00326797385620915,0.00970873786407767,0.262135922330097,0.0293159609120521,0.129449838187702,0,0.611650485436893,0.857605177993528,0.692556634304207,0.249190938511327,0.517799352750809,0.469255663430421,0.70873786407767,0.194174757281553,0.255663430420712,0.491909385113269,0.459546925566343,0.763754045307443,0.00465116279069768,0.0226537216828479,1,0.703583061889251,0.504983388704319,0.961165048543689,0.951456310679612,0.899676375404531,0.0459016393442623,0.721311475409836,0.721311475409836,0.721311475409836,0.99250936329588,0.721311475409836,0,0.721311475409836,0,0.721311475409836,0.99250936329588,0.99250936329588,0.721311475409836,1,0.932038834951456
89,"26163515900",26163515900,"+42.3829752,-083.0169292",0.288025889967638,0.770226537216828,0.614886731391586,0.268608414239482,0.828478964401295,0.650485436893204,0.841423948220065,0.796116504854369,0.844660194174757,0.576051779935275,0.864077669902913,0.841423948220065,0.420711974110032,0.763754045307443,0.728155339805825,0.87378640776699,0.86084142394822,0.786407766990291,0.0487012987012987,0.349480968858132,0.744336569579288,0,0.56957928802589,0.786407766990291,0.533980582524272,0.789644012944984,0.449838187702265,1,0.588996763754045,0.0841423948220065,0.87378640776699,0.242718446601942,0.849829351535836,0,0.431297709923664,0.268608414239482,0,0.718446601941748,0.478964401294498,0.727272727272727,0.877022653721683,0.459546925566343,0.485436893203884,0.56957928802589,0.142857142857143,0.326860841423948,0.0388349514563107,0.515151515151515,0.411003236245955,0.333333333333333,0.358306188925081,0.340350877192982,1,0.349514563106796,0.453074433656958,0.889967637540453,0.333333333333333,0.711974110032362,0.5859375,0,0.665540540540541,0.983818770226537,0.983818770226537,0.951456310679612,0.974110032362459,0,0,0.815533980582524,0,0.12621359223301,0.00324675324675325,0.0453074433656958,0.00595238095238095,0.0844155844155844,0.421383647798742,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.236245954692557,0,0.84789644012945,0,0.747572815533981,0.893203883495146,0.83495145631068,0.935275080906149,0.770226537216828,0.56957928802589,0.86084142394822,0.0614886731391586,0.634304207119741,0.763754045307443,0.195348837209302,0.407766990291262,1,0,0.647840531561462,0,0.122977346278317,0.236245954692557,0.583606557377049,1,1,1,0,1,0.457044673539519,1,0,1,0,0,1,0,0.572815533980583
90,"26163516000",26163516000,"+42.3714831,-083.0093251",0.967637540453075,0.262135922330097,0.226537216828479,0.514563106796117,0.43042071197411,0.336569579288026,0.482200647249191,0.284789644012945,0.40453074433657,0.669902912621359,0.475728155339806,0.388349514563107,0.284789644012945,0.333333333333333,0.527508090614887,0.320388349514563,0.381877022653722,0.236245954692557,0.00324675324675325,0.349480968858132,0.249190938511327,0.660194174757282,0.245954692556634,0.148867313915858,0.29126213592233,0.653721682847896,0.145631067961165,1,0.864077669902913,0.0550161812297735,0.844660194174757,0.122977346278317,0.331058020477816,0,0.431297709923664,0.407766990291262,0,0.346278317152104,0.773462783171521,0.909090909090909,0.809061488673139,0.349514563106796,0.58252427184466,0.760517799352751,1,0.15210355987055,0.0388349514563107,1,0.27831715210356,0.13915857605178,0.644951140065147,0.273684210526316,1,0.73462783171521,0.822006472491909,0.553398058252427,0.310679611650485,0.760517799352751,0.77734375,0,0.324324324324324,0.255663430420712,0.242718446601942,0.391585760517799,0.466019417475728,0,0,0.294498381877023,0.485436893203884,0.459546925566343,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.339805825242718,0,0.854368932038835,0.660194174757282,0.737864077669903,0.857605177993528,0.825242718446602,0.896440129449838,0.686084142394822,0.423948220064725,0.72168284789644,0.0938511326860841,0.750809061488673,0.786407766990291,0.0186046511627907,0.171521035598705,1,0.234527687296417,0.372093023255814,0,0.566343042071198,0.666666666666667,0.580327868852459,0.983606557377049,0.983606557377049,0.983606557377049,0.932584269662921,0.983606557377049,0.0446735395189003,0.983606557377049,0,0.983606557377049,0.932584269662921,0.932584269662921,0.983606557377049,0,0.773462783171521
91,"26163516100",26163516100,"+42.3756603,-083.0258411",0.440129449838188,0.831715210355987,0.514563106796117,0.135922330097087,0.919093851132686,0.601941747572815,0.896440129449838,0.796116504854369,0.902912621359223,0.741100323624595,0.886731391585761,0.851132686084142,0.161812297734628,0.72168284789644,0.135922330097087,0.789644012944984,0.902912621359223,0.705501618122977,0.0324675324675325,0.349480968858132,0.466019417475728,0,0.854368932038835,0.964401294498382,0.760517799352751,0.27831715210356,0.0355987055016181,1,0.73462783171521,0.100323624595469,0.825242718446602,0.268608414239482,0.897610921501707,0,0.431297709923664,0,0,0,0.948220064724919,0,0.517799352750809,0.478964401294498,0.281553398058252,0.537216828478964,0.142857142857143,0.478964401294498,0.0388349514563107,0.121212121212121,0.472491909385113,0.0809061488673139,0.521172638436482,0.192982456140351,0.103896103896104,0.330097087378641,0.951456310679612,0.288025889967638,0.155339805825243,0.462783171521036,0.33984375,0,0.878378378378378,0.925566343042071,0.925566343042071,0.886731391585761,0.906148867313916,0,0.795454545454545,0.802588996763754,0,0.0226537216828479,0.00324675324675325,0.579288025889968,0.00595238095238095,0.376623376623377,0.421383647798742,0.0228758169934641,0.00970873786407767,0.54368932038835,0.0293159609120521,0.155339805825243,0,0.909385113268608,0,0.724919093851133,0.961165048543689,0.889967637540453,0.961165048543689,0.741100323624595,0.527508090614887,0.838187702265372,0.0129449838187702,0.679611650485437,0.737864077669903,0.195348837209302,0.70873786407767,1,0,0.431893687707641,0,0.346278317152104,0.029126213592233,0.583606557377049,1,1,1,0,1,0.264604810996564,1,0,1,0,0,1,0,0.724919093851133
92,"26163516200",26163516200,"+42.3661558,-083.0189390",0.440129449838188,0.928802588996764,0.844660194174757,0.116504854368932,0.928802588996764,0.922330097087379,0.912621359223301,0.915857605177994,0.909385113268608,0.576051779935275,0.925566343042071,0.896440129449838,0.378640776699029,0.87378640776699,0.634304207119741,0.912621359223301,0.941747572815534,0.906148867313916,0.00974025974025974,0,0.851132686084142,0,0.980582524271845,0.909385113268608,0.851132686084142,0.896440129449838,0.0453074433656958,1,0.792880258899676,0.818770226537217,0.702265372168285,0.818770226537217,0.767918088737201,0,0.431297709923664,0.488673139158576,0,0.893203883495146,0.818770226537217,0.863636363636364,0.611650485436893,0.511326860841424,0.932038834951456,0.595469255663431,0.142857142857143,0.106796116504854,0.0388349514563107,1,0.55663430420712,0.110032362459547,0.775244299674267,0.143859649122807,0.0173160173160173,0.718446601941748,0.724919093851133,0.990291262135922,0.394822006472492,0.12621359223301,0.55078125,0,0.625,0.692556634304207,0.686084142394822,0.783171521035599,0.715210355987055,0,0.737012987012987,0.517799352750809,0,0.0129449838187702,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.421383647798742,0.0228758169934641,0.00970873786407767,0.54368932038835,0.0293159609120521,0.388349514563107,0,0.899676375404531,0.676375404530744,0.689320388349515,0.941747572815534,0.864077669902913,0.925566343042071,0.689320388349515,0.394822006472492,0.741100323624595,0.106796116504854,0.786407766990291,0.747572815533981,0.195348837209302,0.728155339805825,1,0,0.252491694352159,0,0.0776699029126214,0.0388349514563107,0.583606557377049,1,1,1,0,1,0.0446735395189003,1,0,1,0,0,1,0,0.00647249190938511
93,"26163516300",26163516300,"+42.3595713,-083.0152242",0.440129449838188,0.990291262135922,0.893203883495146,0.0129449838187702,0.993527508090615,0.922330097087379,1,0.996763754045307,0.996763754045307,0.893203883495146,0.983818770226537,0.977346278317152,0.223300970873786,0.922330097087379,0.660194174757282,0.974110032362459,1,0.970873786407767,0.012987012987013,0.349480968858132,0.877022653721683,0,0.922330097087379,0.213592233009709,0.72168284789644,0.851132686084142,0.236245954692557,1,0.919093851132686,0.106796116504854,0.440129449838188,0.0744336569579288,0.187713310580205,0,0.431297709923664,0.54368932038835,0,0.922330097087379,0.909385113268608,0.987012987012987,0.187702265372168,0.110032362459547,0.440129449838188,0.595469255663431,1,0.058252427184466,0.0388349514563107,1,0.343042071197411,0.245954692556634,0.644951140065147,0.133333333333333,0.212121212121212,0.851132686084142,0.996763754045307,0.249190938511327,0.310679611650485,0.462783171521036,0.6328125,0,0.800675675675676,0.420711974110032,0.427184466019417,0.482200647249191,0.521035598705502,0,0.795454545454545,0.168284789644013,0,0.0194174757281553,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.00970873786407767,0.262135922330097,0.0293159609120521,0.877022653721683,0,0.870550161812298,0.70873786407767,0.679611650485437,0.84789644012945,0.812297734627832,0.880258899676375,0.653721682847896,0.310679611650485,0.6957928802589,0.300970873786408,0.773462783171521,0.737864077669903,1,0.786407766990291,1,0.775244299674267,1,0,0.288025889967638,0.0550161812297735,0.583606557377049,1,1,1,0,1,0.0446735395189003,1,0,1,0,0,1,0,0.00647249190938511
94,"26163516400",26163516400,"+42.3508558,-083.0096137",0.993527508090615,0.200647249190939,0.158576051779935,0.546925566343042,0.40453074433657,0.220064724919094,0.43042071197411,0.245954692556634,0.514563106796117,0.618122977346278,0.436893203883495,0.459546925566343,0.436893203883495,0.362459546925566,0.0809061488673139,0.203883495145631,0.255663430420712,0.210355987055016,0.025974025974026,0.349480968858132,0.168284789644013,0.598705501618123,0.242718446601942,0.0711974110032362,0.100323624595469,0.343042071197411,0.0129449838187702,0.237037037037037,0.711974110032362,0.177993527508091,0.682847896440129,0.491909385113269,0.136518771331058,0,0.431297709923664,0.857605177993528,0,0,0.255663430420712,0.87012987012987,0.0420711974110032,0.13915857605178,0.663430420711974,0.595469255663431,1,0.56957928802589,0.0388349514563107,1,0.524271844660194,0.0453074433656958,0.107491856677524,0.119298245614035,0.350649350649351,0.948220064724919,0.177993527508091,0,0.0485436893203884,0.226537216828479,0.796875,0,0.783783783783784,0.495145631067961,0.495145631067961,0.355987055016181,0.343042071197411,0,0.899350649350649,0.258899676375405,0.368932038834951,0.177993527508091,0.00324675324675325,0.579288025889968,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.514563106796117,0.262135922330097,0.0293159609120521,0.13915857605178,0,0.812297734627832,0.805825242718447,0.650485436893204,0.686084142394822,0.682847896440129,0.702265372168285,0.54368932038835,0.181229773462783,0.475728155339806,0.414239482200647,0.711974110032362,0.728155339805825,0.493023255813954,0.692556634304207,1,0.390879478827362,0.312292358803987,0,0.391585760517799,0.0938511326860841,0.583606557377049,1,1,1,0,1,0.0446735395189003,1,0,1,0,0,1,0,0.407766990291262
95,"26163516500",26163516500,"+42.3375655,-083.0148583",0.210355987055016,0.0161812297734628,0.0355987055016181,0.932038834951456,0.0226537216828479,0.0323624595469256,0.0194174757281553,0.00647249190938511,0.0161812297734628,0.262135922330097,0.0841423948220065,0.0161812297734628,0.737864077669903,0.0355987055016181,0.00647249190938511,0.0258899676375405,0.029126213592233,0.0258899676375405,0.0811688311688312,0,0.0226537216828479,0.588996763754045,0.0841423948220065,0.135922330097087,0.00970873786407767,0.0129449838187702,0.352750809061489,0.0518518518518519,0.601941747572815,0.0485436893203884,0.132686084142395,0.0453074433656958,0.116040955631399,0,1,0.98705501618123,0,0,0.181229773462783,0,0.673139158576052,0.0129449838187702,0.132686084142395,0.595469255663431,1,0.754045307443366,0.0388349514563107,1,0.116504854368932,0.100323624595469,0,0.0912280701754386,0.909090909090909,0.375404530744337,0.0614886731391586,0.333333333333333,0.504854368932039,0.12621359223301,0.75,0,0.858108108108108,0.411003236245955,0.420711974110032,0.440129449838188,0.391585760517799,0,0.899350649350649,0.621359223300971,0.663430420711974,0.394822006472492,0.00324675324675325,0.0453074433656958,0.00595238095238095,0.0844155844155844,0.0377358490566038,0.0228758169934641,0.514563106796117,0.262135922330097,0.0293159609120521,0.216828478964401,0.737864077669903,0.773462783171521,0.864077669902913,0.58252427184466,0.488673139158576,0.44336569579288,0.572815533980583,0.469255663430421,0.0776699029126214,0.210355987055016,0.699029126213592,0.588996763754045,0.718446601941748,0.00465116279069768,0.058252427184466,1,0.775244299674267,0.362126245847176,0.970873786407767,0.889967637540453,0.181229773462783,0.577049180327869,0.967213114754098,0.967213114754098,0.967213114754098,0.936329588014981,0.967213114754098,0.0446735395189003,0.967213114754098,0,0.967213114754098,0.936329588014981,0.936329588014981,0.967213114754098,1,0.935275080906149
96,"26163516600",26163516600,"+42.3413645,-083.0201887",0.792880258899676,0.815533980582524,0.796116504854369,0.0388349514563107,0.822006472491909,0.948220064724919,0.825242718446602,0.822006472491909,0.737864077669903,0.576051779935275,0.773462783171521,0.812297734627832,0.223300970873786,0.517799352750809,0.0809061488673139,0.789644012944984,0.763754045307443,0.73462783171521,0.0681818181818182,0.349480968858132,0.598705501618123,0.508090614886731,0.928802588996764,0.83495145631068,0.792880258899676,0.491909385113269,0.763754045307443,1,0.488673139158576,0.977346278317152,0.598705501618123,0.990291262135922,0.78839590443686,0,1,0.867313915857605,0,0.669902912621359,0.912621359223301,0,0.0517799352750809,0.326860841423948,0.177993527508091,0.595469255663431,1,0.802588996763754,0.0388349514563107,1,0.058252427184466,0.058252427184466,0.149837133550489,0.0736842105263158,0.554112554112554,0.375404530744337,0.508090614886731,0.864077669902913,0.877022653721683,0.385113268608414,0.6484375,0,0.915540540540541,0.414239482200647,0.423948220064725,0.317152103559871,0.297734627831715,0,0.737012987012987,0.521035598705502,0.446601941747573,0.362459546925566,0.00324675324675325,0.00323624595469256,0.00595238095238095,0.0844155844155844,0.132075471698113,0.0228758169934641,0.00970873786407767,0.54368932038835,0.0293159609120521,0.0970873786407767,0,0.841423948220065,0.831715210355987,0.576051779935275,0.601941747572815,0.566343042071198,0.663430420711974,0.482200647249191,0.0647249190938511,0.336569579288026,0.527508090614887,0.699029126213592,0.692556634304207,0.0744186046511628,0.883495145631068,1,0.234527687296417,0.0465116279069768,0,0.323624595469256,0.391585760517799,0.583606557377049,1,1,1,0,1,0.0446735395189003,1,0.747572815533981,1,0,0,1,0,0.00647249190938511
